air_temp,dni,ghi,precipitation_rate,period_end,period
25,337,96,0,2024-12-25T16:00:00+00:00,PT60M
24,0,0,0,2024-12-25T17:00:00+00:00,PT60M
22,0,0,0,2024-12-25T18:00:00+00:00,PT60M
21,0,0,0,2024-12-25T19:00:00+00:00,PT60M
21,0,0,0,2024-12-25T20:00:00+00:00,PT60M
21,0,0,0.2,2024-12-25T21:00:00+00:00,PT60M
20,0,0,1.3,2024-12-25T22:00:00+00:00,PT60M
20,0,0,1.3,2024-12-25T23:00:00+00:00,PT60M
19,0,0,0.1,2024-12-26T00:00:00+00:00,PT60M
19,0,0,0,2024-12-26T01:00:00+00:00,PT60M
19,0,0,0,2024-12-26T02:00:00+00:00,PT60M
21,0,0,0.1,2024-12-26T03:00:00+00:00,PT60M
22,11,19,0.1,2024-12-26T04:00:00+00:00,PT60M
23,389,196,0.2,2024-12-26T05:00:00+00:00,PT60M
24,790,460,0.1,2024-12-26T06:00:00+00:00,PT60M
24,859,683,0.2,2024-12-26T07:00:00+00:00,PT60M
25,583,760,0.1,2024-12-26T08:00:00+00:00,PT60M
26,737,920,0,2024-12-26T09:00:00+00:00,PT60M
27,738,970,0,2024-12-26T10:00:00+00:00,PT60M
28,553,881,0,2024-12-26T11:00:00+00:00,PT60M
28,845,910,0,2024-12-26T12:00:00+00:00,PT60M
29,684,722,0,2024-12-26T13:00:00+00:00,PT60M
28,837,576,0,2024-12-26T14:00:00+00:00,PT60M
27,686,332,0,2024-12-26T15:00:00+00:00,PT60M
25,88,75,0,2024-12-26T16:00:00+00:00,PT60M
23,0,0,0,2024-12-26T17:00:00+00:00,PT60M
22,0,0,0,2024-12-26T18:00:00+00:00,PT60M
22,0,0,0,2024-12-26T19:00:00+00:00,PT60M
21,0,0,0,2024-12-26T20:00:00+00:00,PT60M
21,0,0,0,2024-12-26T21:00:00+00:00,PT60M
20,0,0,0,2024-12-26T22:00:00+00:00,PT60M
20,0,0,0,2024-12-26T23:00:00+00:00,PT60M
19,0,0,0,2024-12-27T00:00:00+00:00,PT60M
19,0,0,0,2024-12-27T01:00:00+00:00,PT60M
19,0,0,0,2024-12-27T02:00:00+00:00,PT60M
20,0,0,0,2024-12-27T03:00:00+00:00,PT60M
22,90,23,0,2024-12-27T04:00:00+00:00,PT60M
23,586,210,0.1,2024-12-27T05:00:00+00:00,PT60M
24,743,448,0,2024-12-27T06:00:00+00:00,PT60M
25,800,661,0.1,2024-12-27T07:00:00+00:00,PT60M
25,957,874,0.1,2024-12-27T08:00:00+00:00,PT60M
25,984,1000,0.1,2024-12-27T09:00:00+00:00,PT60M
26,994,1056,0.1,2024-12-27T10:00:00+00:00,PT60M
27,946,1022,0,2024-12-27T11:00:00+00:00,PT60M
27,924,930,0,2024-12-27T12:00:00+00:00,PT60M
27,926,786,0,2024-12-27T13:00:00+00:00,PT60M
28,884,584,0,2024-12-27T14:00:00+00:00,PT60M
27,765,343,0,2024-12-27T15:00:00+00:00,PT60M
25,403,104,0,2024-12-27T16:00:00+00:00,PT60M
24,0,0,0,2024-12-27T17:00:00+00:00,PT60M
22,0,0,0,2024-12-27T18:00:00+00:00,PT60M
22,0,0,0,2024-12-27T19:00:00+00:00,PT60M
21,0,0,0,2024-12-27T20:00:00+00:00,PT60M
20,0,0,0,2024-12-27T21:00:00+00:00,PT60M
20,0,0,0,2024-12-27T22:00:00+00:00,PT60M
20,0,0,0,2024-12-27T23:00:00+00:00,PT60M
20,0,0,0,2024-12-28T00:00:00+00:00,PT60M
20,0,0,0,2024-12-28T01:00:00+00:00,PT60M
20,0,0,0,2024-12-28T02:00:00+00:00,PT60M
19,0,0,0,2024-12-28T03:00:00+00:00,PT60M
19,119,25,0,2024-12-28T04:00:00+00:00,PT60M
22,617,214,0,2024-12-28T05:00:00+00:00,PT60M
24,823,460,0,2024-12-28T06:00:00+00:00,PT60M
24,910,688,0,2024-12-28T07:00:00+00:00,PT60M
25,950,872,0,2024-12-28T08:00:00+00:00,PT60M
26,974,998,0,2024-12-28T09:00:00+00:00,PT60M
28,935,1036,0,2024-12-28T10:00:00+00:00,PT60M
28,939,1021,0,2024-12-28T11:00:00+00:00,PT60M
28,795,890,0,2024-12-28T12:00:00+00:00,PT60M
27,617,701,0,2024-12-28T13:00:00+00:00,PT60M
27,825,575,0,2024-12-28T14:00:00+00:00,PT60M
26,725,340,0,2024-12-28T15:00:00+00:00,PT60M
25,257,93,0,2024-12-28T16:00:00+00:00,PT60M
24,0,0,0,2024-12-28T17:00:00+00:00,PT60M
23,0,0,0,2024-12-28T18:00:00+00:00,PT60M
23,0,0,0,2024-12-28T19:00:00+00:00,PT60M
22,0,0,0,2024-12-28T20:00:00+00:00,PT60M
21,0,0,0,2024-12-28T21:00:00+00:00,PT60M
20,0,0,0,2024-12-28T22:00:00+00:00,PT60M
20,0,0,0,2024-12-28T23:00:00+00:00,PT60M
20,0,0,0,2024-12-29T00:00:00+00:00,PT60M
20,0,0,0,2024-12-29T01:00:00+00:00,PT60M
19,0,0,0,2024-12-29T02:00:00+00:00,PT60M
19,0,0,0,2024-12-29T03:00:00+00:00,PT60M
19,22,15,0,2024-12-29T04:00:00+00:00,PT60M
20,161,158,0,2024-12-29T05:00:00+00:00,PT60M
23,96,303,0,2024-12-29T06:00:00+00:00,PT60M
24,416,551,0.1,2024-12-29T07:00:00+00:00,PT60M
25,187,571,0.1,2024-12-29T08:00:00+00:00,PT60M
26,0,268,0.1,2024-12-29T09:00:00+00:00,PT60M
27,0,356,0,2024-12-29T10:00:00+00:00,PT60M
27,0,193,0.3,2024-12-29T11:00:00+00:00,PT60M
26,0,171,0,2024-12-29T12:00:00+00:00,PT60M
26,0,145,0,2024-12-29T13:00:00+00:00,PT60M
25,0,134,0.2,2024-12-29T14:00:00+00:00,PT60M
24,0,131,0,2024-12-29T15:00:00+00:00,PT60M
24,77,76,0,2024-12-29T16:00:00+00:00,PT60M
23,0,0,0,2024-12-29T17:00:00+00:00,PT60M
22,0,0,0,2024-12-29T18:00:00+00:00,PT60M
22,0,0,0,2024-12-29T19:00:00+00:00,PT60M
22,0,0,0,2024-12-29T20:00:00+00:00,PT60M
22,0,0,0,2024-12-29T21:00:00+00:00,PT60M
21,0,0,0,2024-12-29T22:00:00+00:00,PT60M
21,0,0,0,2024-12-29T23:00:00+00:00,PT60M
21,0,0,0,2024-12-30T00:00:00+00:00,PT60M
21,0,0,0,2024-12-30T01:00:00+00:00,PT60M
21,0,0,0,2024-12-30T02:00:00+00:00,PT60M
22,0,0,0,2024-12-30T03:00:00+00:00,PT60M
23,3,13,0,2024-12-30T04:00:00+00:00,PT60M
23,48,140,0,2024-12-30T05:00:00+00:00,PT60M
23,252,341,1.1,2024-12-30T06:00:00+00:00,PT60M
23,286,510,0,2024-12-30T07:00:00+00:00,PT60M
23,552,739,0.1,2024-12-30T08:00:00+00:00,PT60M
24,281,719,0.3,2024-12-30T09:00:00+00:00,PT60M
24,126,675,7.1,2024-12-30T10:00:00+00:00,PT60M
23,0,436,2,2024-12-30T11:00:00+00:00,PT60M
24,0,152,0.1,2024-12-30T12:00:00+00:00,PT60M
25,339,530,0,2024-12-30T13:00:00+00:00,PT60M
26,586,518,0.1,2024-12-30T14:00:00+00:00,PT60M
26,77,223,0,2024-12-30T15:00:00+00:00,PT60M
25,24,63,0.1,2024-12-30T16:00:00+00:00,PT60M
24,0,0,0.1,2024-12-30T17:00:00+00:00,PT60M
23,0,0,0.1,2024-12-30T18:00:00+00:00,PT60M
22,0,0,1.6,2024-12-30T19:00:00+00:00,PT60M
21,0,0,1.3,2024-12-30T20:00:00+00:00,PT60M
20,0,0,0.1,2024-12-30T21:00:00+00:00,PT60M
20,0,0,0.1,2024-12-30T22:00:00+00:00,PT60M
19,0,0,0.2,2024-12-30T23:00:00+00:00,PT60M
19,0,0,0.2,2024-12-31T00:00:00+00:00,PT60M
19,0,0,0.1,2024-12-31T01:00:00+00:00,PT60M
19,0,0,0.1,2024-12-31T02:00:00+00:00,PT60M
19,0,0,0.1,2024-12-31T03:00:00+00:00,PT60M
20,0,10,0.1,2024-12-31T04:00:00+00:00,PT60M
20,0,90,0.1,2024-12-31T05:00:00+00:00,PT60M
20,0,129,0.1,2024-12-31T06:00:00+00:00,PT60M
20,0,172,1.7,2024-12-31T07:00:00+00:00,PT60M
21,0,291,1.7,2024-12-31T08:00:00+00:00,PT60M
22,0,345,1.6,2024-12-31T09:00:00+00:00,PT60M
23,158,658,1.1,2024-12-31T10:00:00+00:00,PT60M
24,315,756,1,2024-12-31T11:00:00+00:00,PT60M
24,625,818,1.8,2024-12-31T12:00:00+00:00,PT60M
24,165,500,1.2,2024-12-31T13:00:00+00:00,PT60M
24,0,112,1,2024-12-31T14:00:00+00:00,PT60M
23,61,144,0.5,2024-12-31T15:00:00+00:00,PT60M
21,35,51,0,2024-12-31T16:00:00+00:00,PT60M
21,0,0,0,2024-12-31T17:00:00+00:00,PT60M
20,0,0,0,2024-12-31T18:00:00+00:00,PT60M
20,0,0,0,2024-12-31T19:00:00+00:00,PT60M
20,0,0,0.1,2024-12-31T20:00:00+00:00,PT60M
20,0,0,0.1,2024-12-31T21:00:00+00:00,PT60M
20,0,0,0.5,2024-12-31T22:00:00+00:00,PT60M
19,0,0,1.1,2024-12-31T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-01T00:00:00+00:00,PT60M
19,0,0,2,2025-01-01T01:00:00+00:00,PT60M
19,0,0,4.2,2025-01-01T02:00:00+00:00,PT60M
19,0,0,2.8,2025-01-01T03:00:00+00:00,PT60M
19,14,12,1.5,2025-01-01T04:00:00+00:00,PT60M
19,182,152,1,2025-01-01T05:00:00+00:00,PT60M
20,11,254,0.7,2025-01-01T06:00:00+00:00,PT60M
21,0,319,0.5,2025-01-01T07:00:00+00:00,PT60M
22,94,544,0.8,2025-01-01T08:00:00+00:00,PT60M
23,344,747,1.5,2025-01-01T09:00:00+00:00,PT60M
24,60,607,0.7,2025-01-01T10:00:00+00:00,PT60M
24,98,625,1.1,2025-01-01T11:00:00+00:00,PT60M
25,0,397,0.5,2025-01-01T12:00:00+00:00,PT60M
26,0,216,0.3,2025-01-01T13:00:00+00:00,PT60M
25,0,33,4.3,2025-01-01T14:00:00+00:00,PT60M
23,0,28,0.7,2025-01-01T15:00:00+00:00,PT60M
22,0,25,0.2,2025-01-01T16:00:00+00:00,PT60M
22,0,0,0,2025-01-01T17:00:00+00:00,PT60M
21,0,0,0,2025-01-01T18:00:00+00:00,PT60M
20,0,0,0,2025-01-01T19:00:00+00:00,PT60M
20,0,0,0,2025-01-01T20:00:00+00:00,PT60M
20,0,0,0.1,2025-01-01T21:00:00+00:00,PT60M
20,0,0,0.4,2025-01-01T22:00:00+00:00,PT60M
19,0,0,0.3,2025-01-01T23:00:00+00:00,PT60M
19,0,0,2.8,2025-01-02T00:00:00+00:00,PT60M
18,0,0,1.6,2025-01-02T01:00:00+00:00,PT60M
18,0,0,0.9,2025-01-02T02:00:00+00:00,PT60M
19,0,0,2.8,2025-01-02T03:00:00+00:00,PT60M
20,0,10,1.5,2025-01-02T04:00:00+00:00,PT60M
20,0,103,1.4,2025-01-02T05:00:00+00:00,PT60M
20,0,212,1.6,2025-01-02T06:00:00+00:00,PT60M
21,6,377,1.1,2025-01-02T07:00:00+00:00,PT60M
21,35,509,0.8,2025-01-02T08:00:00+00:00,PT60M
22,380,752,0.7,2025-01-02T09:00:00+00:00,PT60M
23,763,960,0.4,2025-01-02T10:00:00+00:00,PT60M
24,465,828,0.2,2025-01-02T11:00:00+00:00,PT60M
25,660,835,0,2025-01-02T12:00:00+00:00,PT60M
26,434,638,0.1,2025-01-02T13:00:00+00:00,PT60M
25,123,383,0.1,2025-01-02T14:00:00+00:00,PT60M
24,219,246,0.2,2025-01-02T15:00:00+00:00,PT60M
23,55,74,0,2025-01-02T16:00:00+00:00,PT60M
22,0,0,0,2025-01-02T17:00:00+00:00,PT60M
21,0,0,0,2025-01-02T18:00:00+00:00,PT60M
20,0,0,0.1,2025-01-02T19:00:00+00:00,PT60M
20,0,0,0,2025-01-02T20:00:00+00:00,PT60M
20,0,0,0.2,2025-01-02T21:00:00+00:00,PT60M
19,0,0,0.1,2025-01-02T22:00:00+00:00,PT60M
19,0,0,0.5,2025-01-02T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-03T00:00:00+00:00,PT60M
19,0,0,0.7,2025-01-03T01:00:00+00:00,PT60M
19,0,0,1.9,2025-01-03T02:00:00+00:00,PT60M
19,0,0,3.1,2025-01-03T03:00:00+00:00,PT60M
19,0,9,1.7,2025-01-03T04:00:00+00:00,PT60M
19,0,78,1.7,2025-01-03T05:00:00+00:00,PT60M
19,0,95,1.6,2025-01-03T06:00:00+00:00,PT60M
20,0,122,3,2025-01-03T07:00:00+00:00,PT60M
20,0,214,2.1,2025-01-03T08:00:00+00:00,PT60M
21,0,289,1.5,2025-01-03T09:00:00+00:00,PT60M
21,0,285,1.2,2025-01-03T10:00:00+00:00,PT60M
22,0,392,0.9,2025-01-03T11:00:00+00:00,PT60M
22,75,556,1.1,2025-01-03T12:00:00+00:00,PT60M
21,405,623,0.6,2025-01-03T13:00:00+00:00,PT60M
21,821,572,0.2,2025-01-03T14:00:00+00:00,PT60M
22,694,337,0.1,2025-01-03T15:00:00+00:00,PT60M
21,313,101,0,2025-01-03T16:00:00+00:00,PT60M
20,0,0,0,2025-01-03T17:00:00+00:00,PT60M
20,0,0,0.1,2025-01-03T18:00:00+00:00,PT60M
19,0,0,0,2025-01-03T19:00:00+00:00,PT60M
19,0,0,0.2,2025-01-03T20:00:00+00:00,PT60M
19,0,0,0.2,2025-01-03T21:00:00+00:00,PT60M
20,0,0,0,2025-01-03T22:00:00+00:00,PT60M
20,0,0,0,2025-01-03T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-04T00:00:00+00:00,PT60M
19,0,0,0.3,2025-01-04T01:00:00+00:00,PT60M
19,0,0,0.4,2025-01-04T02:00:00+00:00,PT60M
19,0,0,0.5,2025-01-04T03:00:00+00:00,PT60M
19,14,12,0.6,2025-01-04T04:00:00+00:00,PT60M
19,1,113,0.8,2025-01-04T05:00:00+00:00,PT60M
20,21,252,0.8,2025-01-04T06:00:00+00:00,PT60M
21,54,411,0.5,2025-01-04T07:00:00+00:00,PT60M
21,51,516,0.7,2025-01-04T08:00:00+00:00,PT60M
21,38,582,0.5,2025-01-04T09:00:00+00:00,PT60M
23,385,801,0.3,2025-01-04T10:00:00+00:00,PT60M
24,603,883,0.4,2025-01-04T11:00:00+00:00,PT60M
24,522,771,0.1,2025-01-04T12:00:00+00:00,PT60M
24,1,367,0.4,2025-01-04T13:00:00+00:00,PT60M
24,11,297,0,2025-01-04T14:00:00+00:00,PT60M
24,240,259,0,2025-01-04T15:00:00+00:00,PT60M
23,33,71,0,2025-01-04T16:00:00+00:00,PT60M
21,0,0,0,2025-01-04T17:00:00+00:00,PT60M
21,0,0,0,2025-01-04T18:00:00+00:00,PT60M
21,0,0,0.5,2025-01-04T19:00:00+00:00,PT60M
21,0,0,0.2,2025-01-04T20:00:00+00:00,PT60M
20,0,0,0.2,2025-01-04T21:00:00+00:00,PT60M
20,0,0,0.1,2025-01-04T22:00:00+00:00,PT60M
19,0,0,0.2,2025-01-04T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-05T00:00:00+00:00,PT60M
18,0,0,0,2025-01-05T01:00:00+00:00,PT60M
18,0,0,0.1,2025-01-05T02:00:00+00:00,PT60M
19,0,0,0.1,2025-01-05T03:00:00+00:00,PT60M
19,0,10,0,2025-01-05T04:00:00+00:00,PT60M
20,0,71,0,2025-01-05T05:00:00+00:00,PT60M
22,0,128,0,2025-01-05T06:00:00+00:00,PT60M
23,0,269,0.1,2025-01-05T07:00:00+00:00,PT60M
24,229,595,0.1,2025-01-05T08:00:00+00:00,PT60M
24,251,702,0.2,2025-01-05T09:00:00+00:00,PT60M
23,134,680,4.1,2025-01-05T10:00:00+00:00,PT60M
22,26,583,0.2,2025-01-05T11:00:00+00:00,PT60M
23,44,543,0.1,2025-01-05T12:00:00+00:00,PT60M
24,145,521,0.1,2025-01-05T13:00:00+00:00,PT60M
25,0,252,0.1,2025-01-05T14:00:00+00:00,PT60M
24,0,77,3.2,2025-01-05T15:00:00+00:00,PT60M
22,0,16,1.5,2025-01-05T16:00:00+00:00,PT60M
21,0,0,0.3,2025-01-05T17:00:00+00:00,PT60M
21,0,0,0.1,2025-01-05T18:00:00+00:00,PT60M
20,0,0,2.5,2025-01-05T19:00:00+00:00,PT60M
19,0,0,0.3,2025-01-05T20:00:00+00:00,PT60M
19,0,0,0,2025-01-05T21:00:00+00:00,PT60M
18,0,0,0.5,2025-01-05T22:00:00+00:00,PT60M
18,0,0,0.2,2025-01-05T23:00:00+00:00,PT60M
18,0,0,0.1,2025-01-06T00:00:00+00:00,PT60M
18,0,0,0.1,2025-01-06T01:00:00+00:00,PT60M
18,0,0,0.2,2025-01-06T02:00:00+00:00,PT60M
18,0,0,0.3,2025-01-06T03:00:00+00:00,PT60M
19,11,10,0.2,2025-01-06T04:00:00+00:00,PT60M
19,12,117,0.2,2025-01-06T05:00:00+00:00,PT60M
19,0,210,0.4,2025-01-06T06:00:00+00:00,PT60M
19,0,340,1,2025-01-06T07:00:00+00:00,PT60M
20,176,562,0.9,2025-01-06T08:00:00+00:00,PT60M
20,383,760,1.5,2025-01-06T09:00:00+00:00,PT60M
22,546,876,0.6,2025-01-06T10:00:00+00:00,PT60M
24,166,640,1.6,2025-01-06T11:00:00+00:00,PT60M
24,0,206,0.9,2025-01-06T12:00:00+00:00,PT60M
24,0,47,0.4,2025-01-06T13:00:00+00:00,PT60M
24,0,42,0.1,2025-01-06T14:00:00+00:00,PT60M
23,0,51,0.6,2025-01-06T15:00:00+00:00,PT60M
21,0,32,0,2025-01-06T16:00:00+00:00,PT60M
21,0,0,0,2025-01-06T17:00:00+00:00,PT60M
20,0,0,0,2025-01-06T18:00:00+00:00,PT60M
20,0,0,0.2,2025-01-06T19:00:00+00:00,PT60M
20,0,0,0.1,2025-01-06T20:00:00+00:00,PT60M
20,0,0,0,2025-01-06T21:00:00+00:00,PT60M
19,0,0,0.2,2025-01-06T22:00:00+00:00,PT60M
19,0,0,0.8,2025-01-06T23:00:00+00:00,PT60M
18,0,0,0.4,2025-01-07T00:00:00+00:00,PT60M
18,0,0,0.2,2025-01-07T01:00:00+00:00,PT60M
18,0,0,0.9,2025-01-07T02:00:00+00:00,PT60M
19,0,0,0.5,2025-01-07T03:00:00+00:00,PT60M
20,16,12,1.4,2025-01-07T04:00:00+00:00,PT60M
21,297,165,0.7,2025-01-07T05:00:00+00:00,PT60M
21,809,436,0.3,2025-01-07T06:00:00+00:00,PT60M
22,901,664,0.5,2025-01-07T07:00:00+00:00,PT60M
22,825,812,0.1,2025-01-07T08:00:00+00:00,PT60M
23,660,867,0.1,2025-01-07T09:00:00+00:00,PT60M
25,392,800,0,2025-01-07T10:00:00+00:00,PT60M
25,0,365,0,2025-01-07T11:00:00+00:00,PT60M
26,0,187,0,2025-01-07T12:00:00+00:00,PT60M
26,0,66,0.4,2025-01-07T13:00:00+00:00,PT60M
25,0,58,0.1,2025-01-07T14:00:00+00:00,PT60M
24,0,47,0,2025-01-07T15:00:00+00:00,PT60M
22,0,31,0,2025-01-07T16:00:00+00:00,PT60M
22,0,0,0,2025-01-07T17:00:00+00:00,PT60M
21,0,0,0,2025-01-07T18:00:00+00:00,PT60M
21,0,0,0.5,2025-01-07T19:00:00+00:00,PT60M
20,0,0,0,2025-01-07T20:00:00+00:00,PT60M
20,0,0,0.3,2025-01-07T21:00:00+00:00,PT60M
19,0,0,0.5,2025-01-07T22:00:00+00:00,PT60M
19,0,0,0.2,2025-01-07T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-08T00:00:00+00:00,PT60M
19,0,0,0.6,2025-01-08T01:00:00+00:00,PT60M
19,0,0,0.8,2025-01-08T02:00:00+00:00,PT60M
19,0,0,0.6,2025-01-08T03:00:00+00:00,PT60M
20,0,9,0.2,2025-01-08T04:00:00+00:00,PT60M
20,0,91,0.3,2025-01-08T05:00:00+00:00,PT60M
21,0,118,0.2,2025-01-08T06:00:00+00:00,PT60M
21,0,149,0.5,2025-01-08T07:00:00+00:00,PT60M
21,0,287,1.8,2025-01-08T08:00:00+00:00,PT60M
21,0,337,1.7,2025-01-08T09:00:00+00:00,PT60M
22,24,566,2.3,2025-01-08T10:00:00+00:00,PT60M
23,0,506,0.9,2025-01-08T11:00:00+00:00,PT60M
23,486,767,2.8,2025-01-08T12:00:00+00:00,PT60M
23,712,729,1,2025-01-08T13:00:00+00:00,PT60M
24,833,582,0.4,2025-01-08T14:00:00+00:00,PT60M
23,681,343,0.4,2025-01-08T15:00:00+00:00,PT60M
22,45,75,0,2025-01-08T16:00:00+00:00,PT60M
21,0,0,0,2025-01-08T17:00:00+00:00,PT60M
21,0,0,0,2025-01-08T18:00:00+00:00,PT60M
20,0,0,0.7,2025-01-08T19:00:00+00:00,PT60M
19,0,0,0.7,2025-01-08T20:00:00+00:00,PT60M
19,0,0,0.8,2025-01-08T21:00:00+00:00,PT60M
19,0,0,1,2025-01-08T22:00:00+00:00,PT60M
19,0,0,0.7,2025-01-08T23:00:00+00:00,PT60M
19,0,0,1.1,2025-01-09T00:00:00+00:00,PT60M
19,0,0,1.1,2025-01-09T01:00:00+00:00,PT60M
19,0,0,0.7,2025-01-09T02:00:00+00:00,PT60M
19,0,0,0.3,2025-01-09T03:00:00+00:00,PT60M
20,8,9,0.2,2025-01-09T04:00:00+00:00,PT60M
20,12,105,0.3,2025-01-09T05:00:00+00:00,PT60M
20,0,194,0.4,2025-01-09T06:00:00+00:00,PT60M
21,0,317,0.3,2025-01-09T07:00:00+00:00,PT60M
21,14,467,3.1,2025-01-09T08:00:00+00:00,PT60M
21,0,445,2.1,2025-01-09T09:00:00+00:00,PT60M
20,0,387,1.7,2025-01-09T10:00:00+00:00,PT60M
21,0,472,0.6,2025-01-09T11:00:00+00:00,PT60M
21,36,563,0.3,2025-01-09T12:00:00+00:00,PT60M
21,0,399,0.1,2025-01-09T13:00:00+00:00,PT60M
22,0,316,0,2025-01-09T14:00:00+00:00,PT60M
21,0,178,0,2025-01-09T15:00:00+00:00,PT60M
20,0,41,0,2025-01-09T16:00:00+00:00,PT60M
20,0,0,0,2025-01-09T17:00:00+00:00,PT60M
19,0,0,0,2025-01-09T18:00:00+00:00,PT60M
18,0,0,0,2025-01-09T19:00:00+00:00,PT60M
18,0,0,0,2025-01-09T20:00:00+00:00,PT60M
18,0,0,0,2025-01-09T21:00:00+00:00,PT60M
18,0,0,0,2025-01-09T22:00:00+00:00,PT60M
18,0,0,0,2025-01-09T23:00:00+00:00,PT60M
18,0,0,0.1,2025-01-10T00:00:00+00:00,PT60M
18,0,0,0.1,2025-01-10T01:00:00+00:00,PT60M
18,0,0,0.1,2025-01-10T02:00:00+00:00,PT60M
19,0,0,0.3,2025-01-10T03:00:00+00:00,PT60M
20,8,8,1,2025-01-10T04:00:00+00:00,PT60M
20,8,111,0.5,2025-01-10T05:00:00+00:00,PT60M
20,0,231,0.4,2025-01-10T06:00:00+00:00,PT60M
21,517,570,0.8,2025-01-10T07:00:00+00:00,PT60M
22,770,807,0.5,2025-01-10T08:00:00+00:00,PT60M
22,800,936,0.3,2025-01-10T09:00:00+00:00,PT60M
24,785,987,0.1,2025-01-10T10:00:00+00:00,PT60M
25,390,784,0.1,2025-01-10T11:00:00+00:00,PT60M
26,273,608,0,2025-01-10T12:00:00+00:00,PT60M
26,654,733,0,2025-01-10T13:00:00+00:00,PT60M
25,294,463,0.2,2025-01-10T14:00:00+00:00,PT60M
24,317,289,0.2,2025-01-10T15:00:00+00:00,PT60M
23,5,70,0,2025-01-10T16:00:00+00:00,PT60M
21,0,1,0,2025-01-10T17:00:00+00:00,PT60M
20,0,0,0,2025-01-10T18:00:00+00:00,PT60M
20,0,0,0.1,2025-01-10T19:00:00+00:00,PT60M
20,0,0,0.4,2025-01-10T20:00:00+00:00,PT60M
19,0,0,1.3,2025-01-10T21:00:00+00:00,PT60M
19,0,0,0.8,2025-01-10T22:00:00+00:00,PT60M
19,0,0,0.5,2025-01-10T23:00:00+00:00,PT60M
19,0,0,0.2,2025-01-11T00:00:00+00:00,PT60M
19,0,0,0.3,2025-01-11T01:00:00+00:00,PT60M
19,0,0,0.8,2025-01-11T02:00:00+00:00,PT60M
19,0,0,0,2025-01-11T03:00:00+00:00,PT60M
19,35,13,0,2025-01-11T04:00:00+00:00,PT60M
20,227,147,0,2025-01-11T05:00:00+00:00,PT60M
21,225,314,0.2,2025-01-11T06:00:00+00:00,PT60M
22,547,574,0.2,2025-01-11T07:00:00+00:00,PT60M
23,591,737,0.1,2025-01-11T08:00:00+00:00,PT60M
24,316,729,0.1,2025-01-11T09:00:00+00:00,PT60M
25,205,718,0.1,2025-01-11T10:00:00+00:00,PT60M
25,161,686,0.5,2025-01-11T11:00:00+00:00,PT60M
26,542,791,0.1,2025-01-11T12:00:00+00:00,PT60M
27,626,711,0,2025-01-11T13:00:00+00:00,PT60M
26,422,491,0,2025-01-11T14:00:00+00:00,PT60M
25,192,258,0,2025-01-11T15:00:00+00:00,PT60M
22,329,109,0,2025-01-11T16:00:00+00:00,PT60M
20,0,1,0,2025-01-11T17:00:00+00:00,PT60M
20,0,0,0,2025-01-11T18:00:00+00:00,PT60M
20,0,0,0,2025-01-11T19:00:00+00:00,PT60M
20,0,0,0,2025-01-11T20:00:00+00:00,PT60M
20,0,0,0,2025-01-11T21:00:00+00:00,PT60M
19,0,0,0,2025-01-11T22:00:00+00:00,PT60M
18,0,0,0,2025-01-11T23:00:00+00:00,PT60M
19,0,0,0,2025-01-12T00:00:00+00:00,PT60M
19,0,0,0.6,2025-01-12T01:00:00+00:00,PT60M
19,0,0,0,2025-01-12T02:00:00+00:00,PT60M
19,0,0,0.1,2025-01-12T03:00:00+00:00,PT60M
19,11,10,0.4,2025-01-12T04:00:00+00:00,PT60M
20,321,158,0.2,2025-01-12T05:00:00+00:00,PT60M
21,406,359,0,2025-01-12T06:00:00+00:00,PT60M
22,859,654,0.1,2025-01-12T07:00:00+00:00,PT60M
23,863,826,0.1,2025-01-12T08:00:00+00:00,PT60M
25,578,838,0.1,2025-01-12T09:00:00+00:00,PT60M
26,958,1040,0.1,2025-01-12T10:00:00+00:00,PT60M
27,868,996,0.1,2025-01-12T11:00:00+00:00,PT60M
26,931,941,2.8,2025-01-12T12:00:00+00:00,PT60M
25,934,804,0.9,2025-01-12T13:00:00+00:00,PT60M
25,860,597,0,2025-01-12T14:00:00+00:00,PT60M
25,443,314,0,2025-01-12T15:00:00+00:00,PT60M
24,71,86,0,2025-01-12T16:00:00+00:00,PT60M
23,0,1,0,2025-01-12T17:00:00+00:00,PT60M
22,0,0,0,2025-01-12T18:00:00+00:00,PT60M
21,0,0,0,2025-01-12T19:00:00+00:00,PT60M
20,0,0,0,2025-01-12T20:00:00+00:00,PT60M
19,0,0,0,2025-01-12T21:00:00+00:00,PT60M
19,0,0,0,2025-01-12T22:00:00+00:00,PT60M
19,0,0,0,2025-01-12T23:00:00+00:00,PT60M
19,0,0,0,2025-01-13T00:00:00+00:00,PT60M
18,0,0,0,2025-01-13T01:00:00+00:00,PT60M
19,0,0,0,2025-01-13T02:00:00+00:00,PT60M
20,0,0,0,2025-01-13T03:00:00+00:00,PT60M
21,41,12,0,2025-01-13T04:00:00+00:00,PT60M
21,441,170,0,2025-01-13T05:00:00+00:00,PT60M
23,725,420,0,2025-01-13T06:00:00+00:00,PT60M
25,926,669,0,2025-01-13T07:00:00+00:00,PT60M
