air_temp,dni,ghi,precipitation_rate,period_end,period
25,972,861,0.1,2025-01-13T08:00:00+00:00,PT60M
27,948,977,0.1,2025-01-13T09:00:00+00:00,PT60M
28,476,849,0.1,2025-01-13T10:00:00+00:00,PT60M
28,332,773,0,2025-01-13T11:00:00+00:00,PT60M
29,677,852,0,2025-01-13T12:00:00+00:00,PT60M
29,697,731,0.1,2025-01-13T13:00:00+00:00,PT60M
28,741,569,0,2025-01-13T14:00:00+00:00,PT60M
27,735,358,0,2025-01-13T15:00:00+00:00,PT60M
24,121,93,0,2025-01-13T16:00:00+00:00,PT60M
23,0,1,0,2025-01-13T17:00:00+00:00,PT60M
22,0,0,0,2025-01-13T18:00:00+00:00,PT60M
22,0,0,0,2025-01-13T19:00:00+00:00,PT60M
22,0,0,0,2025-01-13T20:00:00+00:00,PT60M
21,0,0,0,2025-01-13T21:00:00+00:00,PT60M
20,0,0,0,2025-01-13T22:00:00+00:00,PT60M
20,0,0,0,2025-01-13T23:00:00+00:00,PT60M
20,0,0,0,2025-01-14T00:00:00+00:00,PT60M
19,0,0,0,2025-01-14T01:00:00+00:00,PT60M
19,0,0,0,2025-01-14T02:00:00+00:00,PT60M
20,0,0,0,2025-01-14T03:00:00+00:00,PT60M
21,27,11,0,2025-01-14T04:00:00+00:00,PT60M
23,561,181,0,2025-01-14T05:00:00+00:00,PT60M
25,811,428,0,2025-01-14T06:00:00+00:00,PT60M
25,906,660,0,2025-01-14T07:00:00+00:00,PT60M
26,954,852,0,2025-01-14T08:00:00+00:00,PT60M
26,979,985,0,2025-01-14T09:00:00+00:00,PT60M
28,989,1049,0,2025-01-14T10:00:00+00:00,PT60M
29,764,952,0.1,2025-01-14T11:00:00+00:00,PT60M
29,390,740,0.3,2025-01-14T12:00:00+00:00,PT60M
28,4,285,0.5,2025-01-14T13:00:00+00:00,PT60M
28,0,129,0.2,2025-01-14T14:00:00+00:00,PT60M
26,0,158,0,2025-01-14T15:00:00+00:00,PT60M
25,4,71,0,2025-01-14T16:00:00+00:00,PT60M
25,0,0,0,2025-01-14T17:00:00+00:00,PT60M
23,0,0,0,2025-01-14T18:00:00+00:00,PT60M
21,0,0,0,2025-01-14T19:00:00+00:00,PT60M
21,0,0,0,2025-01-14T20:00:00+00:00,PT60M
21,0,0,0,2025-01-14T21:00:00+00:00,PT60M
20,0,0,0,2025-01-14T22:00:00+00:00,PT60M
20,0,0,0,2025-01-14T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-15T00:00:00+00:00,PT60M
19,0,0,0.1,2025-01-15T01:00:00+00:00,PT60M
20,0,0,0,2025-01-15T02:00:00+00:00,PT60M
20,0,0,0,2025-01-15T03:00:00+00:00,PT60M
21,10,9,0.3,2025-01-15T04:00:00+00:00,PT60M
21,73,124,0.6,2025-01-15T05:00:00+00:00,PT60M
21,0,185,0.6,2025-01-15T06:00:00+00:00,PT60M
21,0,250,0.3,2025-01-15T07:00:00+00:00,PT60M
21,13,469,0.3,2025-01-15T08:00:00+00:00,PT60M
22,3,505,0.2,2025-01-15T09:00:00+00:00,PT60M
24,55,599,0.1,2025-01-15T10:00:00+00:00,PT60M
25,3,486,0.6,2025-01-15T11:00:00+00:00,PT60M
24,0,329,5.5,2025-01-15T12:00:00+00:00,PT60M
24,0,176,0.4,2025-01-15T13:00:00+00:00,PT60M
25,0,103,0.4,2025-01-15T14:00:00+00:00,PT60M
23,0,81,2.6,2025-01-15T15:00:00+00:00,PT60M
21,0,35,0.6,2025-01-15T16:00:00+00:00,PT60M
20,0,0,0.1,2025-01-15T17:00:00+00:00,PT60M
20,0,0,0,2025-01-15T18:00:00+00:00,PT60M
20,0,0,0,2025-01-15T19:00:00+00:00,PT60M
20,0,0,0,2025-01-15T20:00:00+00:00,PT60M
20,0,0,0,2025-01-15T21:00:00+00:00,PT60M
19,0,0,0,2025-01-15T22:00:00+00:00,PT60M
19,0,0,0,2025-01-15T23:00:00+00:00,PT60M
19,0,0,0,2025-01-16T00:00:00+00:00,PT60M
19,0,0,0,2025-01-16T01:00:00+00:00,PT60M
18,0,0,0,2025-01-16T02:00:00+00:00,PT60M
20,0,0,0,2025-01-16T03:00:00+00:00,PT60M
21,0,7,0,2025-01-16T04:00:00+00:00,PT60M
21,97,128,0.2,2025-01-16T05:00:00+00:00,PT60M
21,627,395,0,2025-01-16T06:00:00+00:00,PT60M
21,383,520,0,2025-01-16T07:00:00+00:00,PT60M
22,806,808,0,2025-01-16T08:00:00+00:00,PT60M
24,960,979,0,2025-01-16T09:00:00+00:00,PT60M
26,696,943,0,2025-01-16T10:00:00+00:00,PT60M
27,250,738,0,2025-01-16T11:00:00+00:00,PT60M
24,246,678,1.5,2025-01-16T12:00:00+00:00,PT60M
23,6,386,0.5,2025-01-16T13:00:00+00:00,PT60M
23,736,569,0.2,2025-01-16T14:00:00+00:00,PT60M
23,730,362,0,2025-01-16T15:00:00+00:00,PT60M
23,395,121,0,2025-01-16T16:00:00+00:00,PT60M
22,0,1,0,2025-01-16T17:00:00+00:00,PT60M
21,0,0,0,2025-01-16T18:00:00+00:00,PT60M
20,0,0,0,2025-01-16T19:00:00+00:00,PT60M
20,0,0,0,2025-01-16T20:00:00+00:00,PT60M
20,0,0,0,2025-01-16T21:00:00+00:00,PT60M
20,0,0,0,2025-01-16T22:00:00+00:00,PT60M
19,0,0,0,2025-01-16T23:00:00+00:00,PT60M
19,0,0,0,2025-01-17T00:00:00+00:00,PT60M
19,0,0,0,2025-01-17T01:00:00+00:00,PT60M
19,0,0,0,2025-01-17T02:00:00+00:00,PT60M
20,0,0,0,2025-01-17T03:00:00+00:00,PT60M
21,2,9,0,2025-01-17T04:00:00+00:00,PT60M
22,210,143,0,2025-01-17T05:00:00+00:00,PT60M
24,345,335,0,2025-01-17T06:00:00+00:00,PT60M
24,443,541,0,2025-01-17T07:00:00+00:00,PT60M
24,405,673,0,2025-01-17T08:00:00+00:00,PT60M
25,359,738,0,2025-01-17T09:00:00+00:00,PT60M
26,67,404,0.1,2025-01-17T10:00:00+00:00,PT60M
26,775,968,0.2,2025-01-17T11:00:00+00:00,PT60M
26,871,930,0.1,2025-01-17T12:00:00+00:00,PT60M
27,511,684,0.4,2025-01-17T13:00:00+00:00,PT60M
26,420,493,0.3,2025-01-17T14:00:00+00:00,PT60M
24,686,358,0,2025-01-17T15:00:00+00:00,PT60M
22,361,117,0,2025-01-17T16:00:00+00:00,PT60M
21,0,0,0,2025-01-17T17:00:00+00:00,PT60M
20,0,0,0,2025-01-17T18:00:00+00:00,PT60M
20,0,0,0,2025-01-17T19:00:00+00:00,PT60M
20,0,0,0,2025-01-17T20:00:00+00:00,PT60M
20,0,0,0,2025-01-17T21:00:00+00:00,PT60M
19,0,0,0.1,2025-01-17T22:00:00+00:00,PT60M
19,0,0,0,2025-01-17T23:00:00+00:00,PT60M
19,0,0,0.4,2025-01-18T00:00:00+00:00,PT60M
19,0,0,1.3,2025-01-18T01:00:00+00:00,PT60M
19,0,0,1.1,2025-01-18T02:00:00+00:00,PT60M
19,0,0,0,2025-01-18T03:00:00+00:00,PT60M
19,0,3,0,2025-01-18T04:00:00+00:00,PT60M
20,183,134,0,2025-01-18T05:00:00+00:00,PT60M
22,158,297,0,2025-01-18T06:00:00+00:00,PT60M
23,540,576,0.2,2025-01-18T07:00:00+00:00,PT60M
24,458,704,0.2,2025-01-18T08:00:00+00:00,PT60M
24,668,893,0.1,2025-01-18T09:00:00+00:00,PT60M
25,796,998,0.1,2025-01-18T10:00:00+00:00,PT60M
26,789,988,0.1,2025-01-18T11:00:00+00:00,PT60M
26,792,915,0.1,2025-01-18T12:00:00+00:00,PT60M
26,723,761,0.5,2025-01-18T13:00:00+00:00,PT60M
25,216,446,0.2,2025-01-18T14:00:00+00:00,PT60M
24,164,256,0,2025-01-18T15:00:00+00:00,PT60M
24,0,62,0,2025-01-18T16:00:00+00:00,PT60M
23,0,0,0,2025-01-18T17:00:00+00:00,PT60M
22,0,0,0,2025-01-18T18:00:00+00:00,PT60M
21,0,0,0,2025-01-18T19:00:00+00:00,PT60M
21,0,0,0,2025-01-18T20:00:00+00:00,PT60M
20,0,0,0,2025-01-18T21:00:00+00:00,PT60M
19,0,0,0,2025-01-18T22:00:00+00:00,PT60M
18,0,0,0,2025-01-18T23:00:00+00:00,PT60M
18,0,0,0,2025-01-19T00:00:00+00:00,PT60M
19,0,0,0,2025-01-19T01:00:00+00:00,PT60M
19,0,0,0,2025-01-19T02:00:00+00:00,PT60M
19,0,0,0,2025-01-19T03:00:00+00:00,PT60M
19,0,6,0,2025-01-19T04:00:00+00:00,PT60M
19,0,64,0,2025-01-19T05:00:00+00:00,PT60M
20,0,96,0,2025-01-19T06:00:00+00:00,PT60M
22,0,158,0.1,2025-01-19T07:00:00+00:00,PT60M
24,0,155,0.2,2025-01-19T08:00:00+00:00,PT60M
24,20,449,0.2,2025-01-19T09:00:00+00:00,PT60M
23,807,975,2.4,2025-01-19T10:00:00+00:00,PT60M
22,970,1031,0.1,2025-01-19T11:00:00+00:00,PT60M
22,844,913,0.8,2025-01-19T12:00:00+00:00,PT60M
21,656,724,2,2025-01-19T13:00:00+00:00,PT60M
19,663,556,0.4,2025-01-19T14:00:00+00:00,PT60M
20,121,255,0,2025-01-19T15:00:00+00:00,PT60M
19,28,78,0,2025-01-19T16:00:00+00:00,PT60M
19,0,0,0,2025-01-19T17:00:00+00:00,PT60M
19,0,0,0,2025-01-19T18:00:00+00:00,PT60M
19,0,0,0,2025-01-19T19:00:00+00:00,PT60M
19,0,0,0,2025-01-19T20:00:00+00:00,PT60M
19,0,0,0.6,2025-01-19T21:00:00+00:00,PT60M
18,0,0,1.1,2025-01-19T22:00:00+00:00,PT60M
18,0,0,0.3,2025-01-19T23:00:00+00:00,PT60M
18,0,0,0.1,2025-01-20T00:00:00+00:00,PT60M
18,0,0,0.1,2025-01-20T01:00:00+00:00,PT60M
18,0,0,0.1,2025-01-20T02:00:00+00:00,PT60M
19,0,0,0.2,2025-01-20T03:00:00+00:00,PT60M
19,0,4,0.3,2025-01-20T04:00:00+00:00,PT60M
20,16,106,0.3,2025-01-20T05:00:00+00:00,PT60M
20,0,230,0.3,2025-01-20T06:00:00+00:00,PT60M
21,154,445,0.1,2025-01-20T07:00:00+00:00,PT60M
22,235,604,0.1,2025-01-20T08:00:00+00:00,PT60M
24,409,778,0.1,2025-01-20T09:00:00+00:00,PT60M
26,440,843,0.1,2025-01-20T10:00:00+00:00,PT60M
27,490,858,0.2,2025-01-20T11:00:00+00:00,PT60M
27,434,770,2,2025-01-20T12:00:00+00:00,PT60M
26,0,257,5.6,2025-01-20T13:00:00+00:00,PT60M
25,0,120,2.4,2025-01-20T14:00:00+00:00,PT60M
23,0,106,0.4,2025-01-20T15:00:00+00:00,PT60M
21,0,38,0,2025-01-20T16:00:00+00:00,PT60M
21,0,1,0,2025-01-20T17:00:00+00:00,PT60M
19,0,0,0,2025-01-20T18:00:00+00:00,PT60M
19,0,0,0,2025-01-20T19:00:00+00:00,PT60M
19,0,0,0,2025-01-20T20:00:00+00:00,PT60M
19,0,0,0,2025-01-20T21:00:00+00:00,PT60M
19,0,0,0,2025-01-20T22:00:00+00:00,PT60M
18,0,0,0,2025-01-20T23:00:00+00:00,PT60M
18,0,0,0,2025-01-21T00:00:00+00:00,PT60M
18,0,0,0.1,2025-01-21T01:00:00+00:00,PT60M
18,0,0,0.1,2025-01-21T02:00:00+00:00,PT60M
18,0,0,0.1,2025-01-21T03:00:00+00:00,PT60M
19,0,4,0,2025-01-21T04:00:00+00:00,PT60M
19,4,81,0,2025-01-21T05:00:00+00:00,PT60M
20,0,135,0,2025-01-21T06:00:00+00:00,PT60M
21,28,315,0.1,2025-01-21T07:00:00+00:00,PT60M
22,153,534,0.1,2025-01-21T08:00:00+00:00,PT60M
23,20,535,0.1,2025-01-21T09:00:00+00:00,PT60M
24,1,524,0.1,2025-01-21T10:00:00+00:00,PT60M
25,0,478,0.2,2025-01-21T11:00:00+00:00,PT60M
25,5,491,2.6,2025-01-21T12:00:00+00:00,PT60M
24,0,406,3.8,2025-01-21T13:00:00+00:00,PT60M
23,45,362,0.6,2025-01-21T14:00:00+00:00,PT60M
23,0,138,0.3,2025-01-21T15:00:00+00:00,PT60M
22,0,44,0.4,2025-01-21T16:00:00+00:00,PT60M
20,0,1,0.6,2025-01-21T17:00:00+00:00,PT60M
20,0,0,0.3,2025-01-21T18:00:00+00:00,PT60M
19,0,0,0.2,2025-01-21T19:00:00+00:00,PT60M
19,0,0,0.3,2025-01-21T20:00:00+00:00,PT60M
19,0,0,0.2,2025-01-21T21:00:00+00:00,PT60M
19,0,0,0.1,2025-01-21T22:00:00+00:00,PT60M
19,0,0,0.1,2025-01-21T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-22T00:00:00+00:00,PT60M
19,0,0,0.1,2025-01-22T01:00:00+00:00,PT60M
18,0,0,0.1,2025-01-22T02:00:00+00:00,PT60M
19,0,0,0.1,2025-01-22T03:00:00+00:00,PT60M
19,0,4,0.2,2025-01-22T04:00:00+00:00,PT60M
20,31,104,0.3,2025-01-22T05:00:00+00:00,PT60M
20,20,236,0.4,2025-01-22T06:00:00+00:00,PT60M
21,394,516,0.1,2025-01-22T07:00:00+00:00,PT60M
22,229,593,0.1,2025-01-22T08:00:00+00:00,PT60M
23,145,640,0.1,2025-01-22T09:00:00+00:00,PT60M
23,112,658,0.1,2025-01-22T10:00:00+00:00,PT60M
24,0,422,0.1,2025-01-22T11:00:00+00:00,PT60M
24,146,622,0,2025-01-22T12:00:00+00:00,PT60M
24,72,432,0,2025-01-22T13:00:00+00:00,PT60M
23,0,132,0,2025-01-22T14:00:00+00:00,PT60M
23,0,43,0,2025-01-22T15:00:00+00:00,PT60M
22,0,18,0,2025-01-22T16:00:00+00:00,PT60M
21,0,0,0,2025-01-22T17:00:00+00:00,PT60M
20,0,0,0,2025-01-22T18:00:00+00:00,PT60M
20,0,0,0.4,2025-01-22T19:00:00+00:00,PT60M
19,0,0,0.4,2025-01-22T20:00:00+00:00,PT60M
19,0,0,1.4,2025-01-22T21:00:00+00:00,PT60M
19,0,0,1.6,2025-01-22T22:00:00+00:00,PT60M
18,0,0,2.5,2025-01-22T23:00:00+00:00,PT60M
18,0,0,2.5,2025-01-23T00:00:00+00:00,PT60M
18,0,0,1.8,2025-01-23T01:00:00+00:00,PT60M
18,0,0,1.1,2025-01-23T02:00:00+00:00,PT60M
19,0,0,0.6,2025-01-23T03:00:00+00:00,PT60M
19,0,3,0.7,2025-01-23T04:00:00+00:00,PT60M
19,1,103,0.5,2025-01-23T05:00:00+00:00,PT60M
19,0,188,0.2,2025-01-23T06:00:00+00:00,PT60M
20,0,234,0.4,2025-01-23T07:00:00+00:00,PT60M
21,0,340,0.5,2025-01-23T08:00:00+00:00,PT60M
22,0,457,0.6,2025-01-23T09:00:00+00:00,PT60M
23,0,442,0.4,2025-01-23T10:00:00+00:00,PT60M
23,0,267,0.3,2025-01-23T11:00:00+00:00,PT60M
23,28,509,0.2,2025-01-23T12:00:00+00:00,PT60M
24,77,501,0.1,2025-01-23T13:00:00+00:00,PT60M
24,140,385,0,2025-01-23T14:00:00+00:00,PT60M
24,190,265,0,2025-01-23T15:00:00+00:00,PT60M
23,143,95,0,2025-01-23T16:00:00+00:00,PT60M
21,0,1,0,2025-01-23T17:00:00+00:00,PT60M
21,0,0,0,2025-01-23T18:00:00+00:00,PT60M
20,0,0,0,2025-01-23T19:00:00+00:00,PT60M
20,0,0,0.1,2025-01-23T20:00:00+00:00,PT60M
19,0,0,0,2025-01-23T21:00:00+00:00,PT60M
19,0,0,0.1,2025-01-23T22:00:00+00:00,PT60M
19,0,0,0,2025-01-23T23:00:00+00:00,PT60M
19,0,0,0,2025-01-24T00:00:00+00:00,PT60M
19,0,0,0.1,2025-01-24T01:00:00+00:00,PT60M
19,0,0,0,2025-01-24T02:00:00+00:00,PT60M
19,0,0,0,2025-01-24T03:00:00+00:00,PT60M
20,0,3,0,2025-01-24T04:00:00+00:00,PT60M
20,25,95,0,2025-01-24T05:00:00+00:00,PT60M
21,0,171,0,2025-01-24T06:00:00+00:00,PT60M
23,0,245,0,2025-01-24T07:00:00+00:00,PT60M
25,128,522,0.1,2025-01-24T08:00:00+00:00,PT60M
26,593,848,0,2025-01-24T09:00:00+00:00,PT60M
27,314,781,0,2025-01-24T10:00:00+00:00,PT60M
27,425,826,0,2025-01-24T11:00:00+00:00,PT60M
27,825,922,0,2025-01-24T12:00:00+00:00,PT60M
27,838,794,0,2025-01-24T13:00:00+00:00,PT60M
27,739,583,0.1,2025-01-24T14:00:00+00:00,PT60M
25,378,291,0.1,2025-01-24T15:00:00+00:00,PT60M
23,6,55,0,2025-01-24T16:00:00+00:00,PT60M
22,0,0,0,2025-01-24T17:00:00+00:00,PT60M
21,0,0,0,2025-01-24T18:00:00+00:00,PT60M
21,0,0,0,2025-01-24T19:00:00+00:00,PT60M
20,0,0,0,2025-01-24T20:00:00+00:00,PT60M
20,0,0,0.1,2025-01-24T21:00:00+00:00,PT60M
20,0,0,0.1,2025-01-24T22:00:00+00:00,PT60M
19,0,0,0.5,2025-01-24T23:00:00+00:00,PT60M
19,0,0,0.4,2025-01-25T00:00:00+00:00,PT60M
19,0,0,0.1,2025-01-25T01:00:00+00:00,PT60M
19,0,0,0.3,2025-01-25T02:00:00+00:00,PT60M
19,0,0,0.5,2025-01-25T03:00:00+00:00,PT60M
19,0,1,0.8,2025-01-25T04:00:00+00:00,PT60M
19,0,25,0.9,2025-01-25T05:00:00+00:00,PT60M
18,0,84,0.9,2025-01-25T06:00:00+00:00,PT60M
19,0,196,1.5,2025-01-25T07:00:00+00:00,PT60M
20,0,379,1.1,2025-01-25T08:00:00+00:00,PT60M
21,0,482,0.7,2025-01-25T09:00:00+00:00,PT60M
21,0,430,0.7,2025-01-25T10:00:00+00:00,PT60M
21,0,521,0.2,2025-01-25T11:00:00+00:00,PT60M
22,0,523,0.1,2025-01-25T12:00:00+00:00,PT60M
23,0,416,0,2025-01-25T13:00:00+00:00,PT60M
24,0,327,0,2025-01-25T14:00:00+00:00,PT60M
24,49,228,0,2025-01-25T15:00:00+00:00,PT60M
23,62,80,0.1,2025-01-25T16:00:00+00:00,PT60M
21,0,1,0.1,2025-01-25T17:00:00+00:00,PT60M
20,0,0,0.1,2025-01-25T18:00:00+00:00,PT60M
20,0,0,0.8,2025-01-25T19:00:00+00:00,PT60M
20,0,0,1.2,2025-01-25T20:00:00+00:00,PT60M
20,0,0,1,2025-01-25T21:00:00+00:00,PT60M
19,0,0,0.5,2025-01-25T22:00:00+00:00,PT60M
19,0,0,0.5,2025-01-25T23:00:00+00:00,PT60M
19,0,0,0.5,2025-01-26T00:00:00+00:00,PT60M
19,0,0,0.5,2025-01-26T01:00:00+00:00,PT60M
19,0,0,0.1,2025-01-26T02:00:00+00:00,PT60M
19,0,0,0.1,2025-01-26T03:00:00+00:00,PT60M
19,0,2,0.1,2025-01-26T04:00:00+00:00,PT60M
19,0,87,0.1,2025-01-26T05:00:00+00:00,PT60M
19,0,178,0.1,2025-01-26T06:00:00+00:00,PT60M
19,0,345,0.1,2025-01-26T07:00:00+00:00,PT60M
20,4,451,0.1,2025-01-26T08:00:00+00:00,PT60M
22,410,768,0.1,2025-01-26T09:00:00+00:00,PT60M
23,595,900,0.1,2025-01-26T10:00:00+00:00,PT60M
24,400,812,0,2025-01-26T11:00:00+00:00,PT60M
24,508,798,0,2025-01-26T12:00:00+00:00,PT60M
24,222,558,0,2025-01-26T13:00:00+00:00,PT60M
25,0,296,0.1,2025-01-26T14:00:00+00:00,PT60M
25,172,260,0,2025-01-26T15:00:00+00:00,PT60M
24,11,80,0,2025-01-26T16:00:00+00:00,PT60M
22,0,1,0,2025-01-26T17:00:00+00:00,PT60M
21,0,0,0,2025-01-26T18:00:00+00:00,PT60M
21,0,0,0.7,2025-01-26T19:00:00+00:00,PT60M
21,0,0,0.1,2025-01-26T20:00:00+00:00,PT60M
20,0,0,0.2,2025-01-26T21:00:00+00:00,PT60M
20,0,0,0.2,2025-01-26T22:00:00+00:00,PT60M
19,0,0,0.1,2025-01-26T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-27T00:00:00+00:00,PT60M
19,0,0,0.4,2025-01-27T01:00:00+00:00,PT60M
18,0,0,0.8,2025-01-27T02:00:00+00:00,PT60M
18,0,0,1,2025-01-27T03:00:00+00:00,PT60M
18,0,3,0.6,2025-01-27T04:00:00+00:00,PT60M
19,12,96,0.3,2025-01-27T05:00:00+00:00,PT60M
19,0,190,0.2,2025-01-27T06:00:00+00:00,PT60M
20,0,250,0.6,2025-01-27T07:00:00+00:00,PT60M
21,0,393,0.4,2025-01-27T08:00:00+00:00,PT60M
22,0,428,0.6,2025-01-27T09:00:00+00:00,PT60M
22,0,517,0.4,2025-01-27T10:00:00+00:00,PT60M
23,104,629,0.1,2025-01-27T11:00:00+00:00,PT60M
25,701,874,0,2025-01-27T12:00:00+00:00,PT60M
26,754,772,0,2025-01-27T13:00:00+00:00,PT60M
26,769,596,0,2025-01-27T14:00:00+00:00,PT60M
25,636,357,0,2025-01-27T15:00:00+00:00,PT60M
24,307,117,0,2025-01-27T16:00:00+00:00,PT60M
22,0,1,0,2025-01-27T17:00:00+00:00,PT60M
20,0,0,0,2025-01-27T18:00:00+00:00,PT60M
20,0,0,0,2025-01-27T19:00:00+00:00,PT60M
20,0,0,0,2025-01-27T20:00:00+00:00,PT60M
19,0,0,0,2025-01-27T21:00:00+00:00,PT60M
19,0,0,0,2025-01-27T22:00:00+00:00,PT60M
20,0,0,0,2025-01-27T23:00:00+00:00,PT60M
20,0,0,0,2025-01-28T00:00:00+00:00,PT60M
20,0,0,0,2025-01-28T01:00:00+00:00,PT60M
20,0,0,0,2025-01-28T02:00:00+00:00,PT60M
19,0,0,0,2025-01-28T03:00:00+00:00,PT60M
19,0,2,0,2025-01-28T04:00:00+00:00,PT60M
20,157,117,0,2025-01-28T05:00:00+00:00,PT60M
22,177,249,0,2025-01-28T06:00:00+00:00,PT60M
23,0,259,0,2025-01-28T07:00:00+00:00,PT60M
24,5,441,0.1,2025-01-28T08:00:00+00:00,PT60M
25,45,568,0.3,2025-01-28T09:00:00+00:00,PT60M
26,0,473,0,2025-01-28T10:00:00+00:00,PT60M
26,4,539,0,2025-01-28T11:00:00+00:00,PT60M
26,404,767,0.1,2025-01-28T12:00:00+00:00,PT60M
25,614,732,0.1,2025-01-28T13:00:00+00:00,PT60M
24,220,445,0.1,2025-01-28T14:00:00+00:00,PT60M
24,90,228,0,2025-01-28T15:00:00+00:00,PT60M
23,210,108,0,2025-01-28T16:00:00+00:00,PT60M
22,0,1,0.2,2025-01-28T17:00:00+00:00,PT60M
21,0,0,0.2,2025-01-28T18:00:00+00:00,PT60M
21,0,0,0.3,2025-01-28T19:00:00+00:00,PT60M
21,0,0,0.6,2025-01-28T20:00:00+00:00,PT60M
20,0,0,0.8,2025-01-28T21:00:00+00:00,PT60M
20,0,0,0.7,2025-01-28T22:00:00+00:00,PT60M
19,0,0,0.5,2025-01-28T23:00:00+00:00,PT60M
19,0,0,0.7,2025-01-29T00:00:00+00:00,PT60M
19,0,0,0.5,2025-01-29T01:00:00+00:00,PT60M
19,0,0,1.2,2025-01-29T02:00:00+00:00,PT60M
18,0,0,0.5,2025-01-29T03:00:00+00:00,PT60M
18,0,1,0.7,2025-01-29T04:00:00+00:00,PT60M
18,0,78,0.9,2025-01-29T05:00:00+00:00,PT60M
18,0,148,0.8,2025-01-29T06:00:00+00:00,PT60M
19,0,202,0.5,2025-01-29T07:00:00+00:00,PT60M
19,0,275,0.5,2025-01-29T08:00:00+00:00,PT60M
20,0,299,0.6,2025-01-29T09:00:00+00:00,PT60M
21,0,351,0.3,2025-01-29T10:00:00+00:00,PT60M
22,0,400,0.3,2025-01-29T11:00:00+00:00,PT60M
22,0,473,0.2,2025-01-29T12:00:00+00:00,PT60M
23,3,434,0.2,2025-01-29T13:00:00+00:00,PT60M
23,0,331,0.1,2025-01-29T14:00:00+00:00,PT60M
23,0,156,0.2,2025-01-29T15:00:00+00:00,PT60M
22,0,55,0.1,2025-01-29T16:00:00+00:00,PT60M
21,0,0,0.3,2025-01-29T17:00:00+00:00,PT60M
20,0,0,0.1,2025-01-29T18:00:00+00:00,PT60M
20,0,0,0,2025-01-29T19:00:00+00:00,PT60M
20,0,0,0.1,2025-01-29T20:00:00+00:00,PT60M
19,0,0,0.1,2025-01-29T21:00:00+00:00,PT60M
19,0,0,0,2025-01-29T22:00:00+00:00,PT60M
19,0,0,0,2025-01-29T23:00:00+00:00,PT60M
19,0,0,0.1,2025-01-30T00:00:00+00:00,PT60M
19,0,0,0.1,2025-01-30T01:00:00+00:00,PT60M
19,0,0,0,2025-01-30T02:00:00+00:00,PT60M
19,0,0,0.1,2025-01-30T03:00:00+00:00,PT60M
19,0,1,0.3,2025-01-30T04:00:00+00:00,PT60M
19,0,84,0.7,2025-01-30T05:00:00+00:00,PT60M
20,34,247,0.8,2025-01-30T06:00:00+00:00,PT60M
20,75,401,0.3,2025-01-30T07:00:00+00:00,PT60M
22,313,637,0.3,2025-01-30T08:00:00+00:00,PT60M
23,352,750,0.1,2025-01-30T09:00:00+00:00,PT60M
24,68,636,0,2025-01-30T10:00:00+00:00,PT60M
25,0,447,0,2025-01-30T11:00:00+00:00,PT60M
25,0,170,0.1,2025-01-30T12:00:00+00:00,PT60M
25,0,82,0,2025-01-30T13:00:00+00:00,PT60M
24,0,54,0,2025-01-30T14:00:00+00:00,PT60M
23,0,44,0,2025-01-30T15:00:00+00:00,PT60M
23,0,34,0,2025-01-30T16:00:00+00:00,PT60M
21,0,0,0,2025-01-30T17:00:00+00:00,PT60M
20,0,0,0.1,2025-01-30T18:00:00+00:00,PT60M
20,0,0,0.7,2025-01-30T19:00:00+00:00,PT60M
19,0,0,0.5,2025-01-30T20:00:00+00:00,PT60M
19,0,0,0.2,2025-01-30T21:00:00+00:00,PT60M
19,0,0,0.2,2025-01-30T22:00:00+00:00,PT60M
19,0,0,0.2,2025-01-30T23:00:00+00:00,PT60M
19,0,0,0.3,2025-01-31T00:00:00+00:00,PT60M
18,0,0,0.6,2025-01-31T01:00:00+00:00,PT60M
18,0,0,0.4,2025-01-31T02:00:00+00:00,PT60M
18,0,0,0.9,2025-01-31T03:00:00+00:00,PT60M
18,0,1,1.1,2025-01-31T04:00:00+00:00,PT60M
18,0,85,1.1,2025-01-31T05:00:00+00:00,PT60M
19,0,174,1.3,2025-01-31T06:00:00+00:00,PT60M
20,0,229,0.6,2025-01-31T07:00:00+00:00,PT60M
21,9,443,0.3,2025-01-31T08:00:00+00:00,PT60M
22,230,699,0.4,2025-01-31T09:00:00+00:00,PT60M
23,651,937,0.4,2025-01-31T10:00:00+00:00,PT60M
22,888,1025,0.3,2025-01-31T11:00:00+00:00,PT60M
22,599,844,0.2,2025-01-31T12:00:00+00:00,PT60M
22,763,777,0.1,2025-01-31T13:00:00+00:00,PT60M
22,785,599,0,2025-01-31T14:00:00+00:00,PT60M
21,456,326,0.1,2025-01-31T15:00:00+00:00,PT60M
20,0,17,0,2025-01-31T16:00:00+00:00,PT60M
19,0,0,0,2025-01-31T17:00:00+00:00,PT60M
19,0,0,0,2025-01-31T18:00:00+00:00,PT60M
19,0,0,0,2025-01-31T19:00:00+00:00,PT60M
19,0,0,0,2025-01-31T20:00:00+00:00,PT60M
19,0,0,0,2025-01-31T21:00:00+00:00,PT60M
19,0,0,0,2025-01-31T22:00:00+00:00,PT60M
18,0,0,0,2025-01-31T23:00:00+00:00,PT60M
18,0,0,0,2025-02-01T00:00:00+00:00,PT60M
