timestamp,lj_valve_state,lj_pump_state,temp0,temp1
2026-04-12T00:00:00.321176,0,0,19.0,19.12
2026-04-12T00:00:02.899971,0,0,19.0,19.12
2026-04-12T00:00:05.489904,0,0,19.0,19.12
2026-04-12T00:00:08.080799,0,0,19.0,19.12
2026-04-12T00:00:10.750654,0,0,19.0,19.12
2026-04-12T00:00:13.310582,0,0,19.0,19.12
2026-04-12T00:00:15.920705,0,0,19.0,19.12
2026-04-12T00:00:18.500459,0,0,19.0,19.12
2026-04-12T00:00:21.090379,0,0,19.0,19.12
2026-04-12T00:00:23.680302,0,0,19.0,19.12
2026-04-12T00:00:26.460286,0,0,19.0,19.12
2026-04-12T00:00:29.060234,0,0,19.0,19.12
2026-04-12T00:00:31.650111,0,0,19.0,19.12
2026-04-12T00:00:34.300100,0,0,19.0,19.0
2026-04-12T00:00:36.860039,0,0,19.0,19.12
2026-04-12T00:00:39.439143,0,0,19.0,19.12
2026-04-12T00:00:42.018778,0,0,19.0,19.12
2026-04-12T00:00:44.620872,0,0,18.94,19.12
2026-04-12T00:00:47.220947,0,0,19.0,19.12
2026-04-12T00:00:49.880852,0,0,18.94,19.12
2026-04-12T00:00:52.460429,0,0,19.0,19.12
2026-04-12T00:00:55.050340,0,0,18.94,19.12
2026-04-12T00:00:57.650247,0,0,19.0,19.12
2026-04-12T00:01:00.219443,0,0,19.0,19.12
2026-04-12T00:01:02.820376,0,0,18.94,19.12
2026-04-12T00:01:05.420252,0,0,19.0,19.12
2026-04-12T00:01:08.280247,0,0,19.0,19.12
2026-04-12T00:01:10.860181,0,0,19.0,19.12
2026-04-12T00:01:13.440034,0,0,19.0,19.12
2026-04-12T00:01:16.030977,0,0,19.0,19.12
2026-04-12T00:01:18.620951,0,0,19.0,19.12
2026-04-12T00:01:21.280924,0,0,19.0,19.12
2026-04-12T00:01:23.879756,0,0,19.0,19.12
2026-04-12T00:01:26.460722,0,0,19.0,19.12
2026-04-12T00:01:29.040669,0,0,19.0,19.12
2026-04-12T00:01:31.710595,0,0,19.0,19.12
2026-04-12T00:01:34.300732,0,0,19.0,19.12
2026-04-12T00:01:36.888079,0,0,19.0,19.12
2026-04-12T00:01:39.459985,0,0,19.0,19.12
2026-04-12T00:01:42.319965,0,0,19.0,19.12
2026-04-12T00:01:45.029807,0,0,19.0,19.12
2026-04-12T00:01:47.699760,0,0,19.0,19.12
2026-04-12T00:01:50.380736,0,0,18.94,19.12
2026-04-12T00:01:53.000735,0,0,19.0,19.12
2026-04-12T00:01:55.560538,0,0,19.0,19.12
2026-04-12T00:01:58.150525,0,0,19.0,19.12
2026-04-12T00:02:00.819605,0,0,19.0,19.12
2026-04-12T00:02:03.419872,0,0,19.0,19.12
2026-04-12T00:02:06.000266,0,0,19.0,19.12
2026-04-12T00:02:08.600223,0,0,19.0,19.12
2026-04-12T00:02:11.260098,0,0,19.0,19.12
2026-04-12T00:02:13.840077,0,0,19.0,19.12
2026-04-12T00:02:16.430053,0,0,19.0,19.12
2026-04-12T00:02:18.999916,0,0,18.94,19.12
2026-04-12T00:02:21.600867,0,0,19.0,19.12
2026-04-12T00:02:24.460946,0,0,19.0,19.12
2026-04-12T00:02:27.058911,0,0,19.0,19.12
2026-04-12T00:02:29.837133,0,0,19.0,19.12
2026-04-12T00:02:32.221106,0,0,19.0,19.12
2026-04-12T00:02:34.810945,0,0,19.0,19.12
2026-04-12T00:02:37.500944,0,0,19.0,19.12
2026-04-12T00:02:40.140830,0,0,19.0,19.12
2026-04-12T00:02:42.730757,0,0,19.0,19.12
2026-04-12T00:02:45.320733,0,0,19.0,19.12
2026-04-12T00:02:47.910566,0,0,18.94,19.12
2026-04-12T00:02:50.500594,0,0,19.0,19.12
2026-04-12T00:02:53.100501,0,0,19.0,19.12
2026-04-12T00:02:55.691443,0,0,19.0,19.12
2026-04-12T00:02:58.341341,0,0,19.0,19.12
2026-04-12T00:03:01.000385,0,0,19.0,19.12
2026-04-12T00:03:03.561283,0,0,19.0,19.12
2026-04-12T00:03:06.161075,0,0,19.0,19.12
2026-04-12T00:03:08.751089,0,0,19.0,19.12
2026-04-12T00:03:11.341099,0,0,19.0,19.12
2026-04-12T00:03:13.921096,0,0,19.0,19.12
2026-04-12T00:03:16.600996,0,0,19.0,19.12
2026-04-12T00:03:19.260852,0,0,19.0,19.12
2026-04-12T00:03:21.840798,0,0,19.0,19.12
2026-04-12T00:03:24.430664,0,0,18.94,19.12
2026-04-12T00:03:27.220663,0,0,19.0,19.12
2026-04-12T00:03:29.811573,0,0,19.0,19.12
