timestamp,battery_mv,die_temp_c,tank_top_c,tank_temp_start_c,tank_temp_end_c,loops
2026-02-23T00:03:57.627550,13020,24.244,84.25,76.437,76.437,0
2026-02-23T00:09:04.004505,12993,23.924,84.25,76.25,76.25,0
2026-02-23T00:14:10.371119,13031,23.284,84.125,76.25,76.25,0
2026-02-23T00:19:16.732211,13031,23.284,84.062,76.062,76.062,0
2026-02-23T00:24:23.073948,13048,23.604,84.0,75.875,75.875,0
2026-02-23T00:29:29.417690,13026,23.604,83.875,75.625,75.625,0
2026-02-23T00:34:35.757099,13042,22.965,83.75,75.625,75.625,0
2026-02-23T00:39:42.088586,13004,23.604,83.687,75.5,75.5,0
2026-02-23T00:44:48.397521,13031,22.965,83.625,75.562,75.562,0
2026-02-23T00:49:54.704011,13026,23.284,83.5,75.5,75.5,0
2026-02-23T00:55:00.961796,12993,23.284,83.437,75.375,75.375,0
2026-02-23T01:00:07.218872,12998,22.965,83.375,75.312,75.312,0
2026-02-23T01:05:13.473828,13026,22.965,83.25,75.125,75.125,0
2026-02-23T01:10:19.725513,12993,23.604,83.25,74.937,74.937,0
2026-02-23T01:15:25.978757,13026,22.965,83.125,74.812,74.812,0
2026-02-23T01:20:32.208583,12981,22.965,83.125,74.875,74.875,0
2026-02-23T01:25:38.419750,13020,23.284,83.0,74.562,74.562,0
2026-02-23T01:30:44.617788,13031,22.645,82.875,74.625,74.625,0
2026-02-23T01:35:50.832620,13009,23.604,82.812,74.812,74.812,0
2026-02-23T01:40:57.041925,12987,22.645,82.75,74.687,74.687,0
2026-02-23T01:46:03.262193,12993,23.284,82.625,74.687,74.687,0
2026-02-23T01:56:15.686313,13015,22.645,82.562,74.5,74.5,0
2026-02-23T02:06:28.055309,13004,22.965,82.375,74.125,74.125,0
2026-02-23T02:11:34.244812,13009,23.284,82.312,74.062,74.062,0
2026-02-23T02:16:40.450368,13009,22.645,82.187,74.125,74.125,0
2026-02-23T02:21:46.653468,13004,22.965,82.125,73.875,73.875,0
2026-02-23T02:26:52.881811,13004,22.965,82.0,73.875,73.875,0
2026-02-23T02:31:59.116309,13009,22.965,82.0,73.875,73.875,0
2026-02-23T02:37:05.367759,12954,23.284,81.875,74.0,74.0,0
2026-02-23T02:42:11.622307,13004,22.965,81.812,74.0,74.0,0
2026-02-23T02:47:17.876793,12954,23.284,81.687,74.0,74.0,0
2026-02-23T02:52:24.139266,12959,23.284,81.687,73.812,73.812,0
2026-02-23T02:57:30.388104,13004,22.965,81.625,73.625,73.625,0
2026-02-23T03:02:36.627490,12943,23.284,81.5,73.562,73.562,0
2026-02-23T03:07:42.891435,12987,22.645,81.437,73.312,73.312,0
2026-02-23T03:12:49.151316,12937,23.284,81.375,73.062,73.062,0
2026-02-23T03:17:55.415972,12987,22.645,81.25,72.937,72.937,0
2026-02-23T03:23:01.658866,12970,23.924,81.187,72.875,72.875,0
2026-02-23T03:28:07.872688,12943,23.284,81.125,72.875,72.875,0
2026-02-23T03:33:14.066675,12993,22.965,81.062,72.937,72.937,0
2026-02-23T03:38:20.296483,12987,23.604,80.937,73.062,73.062,0
2026-02-23T03:43:26.541314,12937,23.284,80.937,72.812,72.812,0
2026-02-23T03:48:32.811106,12954,23.284,80.812,72.625,72.625,0
2026-02-23T03:53:39.082457,12965,23.604,80.687,71.812,71.812,0
2026-02-23T03:58:45.375121,12965,23.604,80.625,72.187,72.187,0
2026-02-23T04:03:51.690568,12926,23.284,80.562,72.312,72.312,0
2026-02-23T04:08:58.003600,12976,23.604,80.5,72.312,72.312,0
2026-02-23T04:14:04.327127,12948,23.604,80.375,72.25,72.25,0
2026-02-23T04:19:10.662418,12981,23.604,80.375,72.125,72.125,0
2026-02-23T04:24:17.020692,12926,23.924,80.25,71.687,71.687,0
2026-02-23T04:29:23.379454,12970,23.284,80.187,71.5,71.5,0
2026-02-23T04:34:29.732367,12965,22.965,80.125,70.687,70.687,0
2026-02-23T04:39:36.074890,12965,23.284,80.0,69.312,69.312,0
2026-02-23T04:44:42.392573,12954,22.645,79.937,69.187,69.187,0
2026-02-23T04:49:48.686303,12943,23.604,79.812,69.187,69.187,0
2026-02-23T04:54:54.937363,12915,22.965,79.75,67.687,67.687,0
2026-02-23T05:00:01.176346,12915,23.284,79.687,68.375,68.375,0
2026-02-23T05:05:07.376514,12970,22.645,79.5,69.125,69.125,0
2026-02-23T05:10:13.576158,12915,22.965,79.5,69.437,69.437,0
2026-02-23T05:15:19.773297,12954,22.325,79.437,68.875,68.875,0
2026-02-23T05:20:25.949473,12920,22.005,79.375,69.312,69.312,0
2026-02-23T05:25:32.119429,12970,22.645,79.25,69.187,69.187,0
2026-02-23T05:30:38.292189,12948,22.965,79.187,69.562,69.562,0
2026-02-23T05:35:44.469023,12915,22.965,79.062,68.812,68.812,0
2026-02-23T05:40:50.640836,12932,23.284,79.062,63.0,63.0,0
2026-02-23T05:45:56.808348,12954,22.005,78.875,62.875,62.875,0
2026-02-23T05:51:02.980123,12937,22.005,78.875,63.0,63.0,0
2026-02-23T05:56:09.148769,12943,22.645,78.75,65.875,65.875,0
2026-02-23T06:01:15.278690,12915,22.645,78.687,64.937,64.937,0
2026-02-23T06:06:21.392772,12932,22.965,78.562,66.687,66.687,0
2026-02-23T06:11:27.532931,12965,22.325,78.5,68.437,68.437,0
2026-02-23T06:16:33.687979,12915,22.645,78.437,69.25,69.25,0
2026-02-23T06:21:39.857729,12920,22.965,78.375,70.0,70.0,0
2026-02-23T06:26:46.002919,12915,22.645,78.312,70.25,70.25,0
2026-02-23T06:31:52.149735,12965,22.645,78.25,70.25,70.25,0
2026-02-23T06:36:58.303876,12965,22.005,78.187,69.875,69.875,0
2026-02-23T06:42:04.466645,12965,22.645,78.062,69.375,69.375,0
2026-02-23T06:47:10.633245,12932,23.284,77.937,69.437,69.437,0
2026-02-23T06:52:16.790965,12954,22.325,77.875,69.187,69.187,0
2026-02-23T06:57:22.979239,12959,22.645,77.875,69.437,69.437,0
2026-02-23T07:02:29.158499,12948,22.965,77.75,69.375,69.375,0
2026-02-23T07:07:35.345712,12920,22.645,77.687,69.125,69.125,0
2026-02-23T07:12:41.530161,12948,22.645,77.625,68.687,68.687,0
2026-02-23T07:17:47.723783,12948,22.645,77.5,67.875,67.875,0
2026-02-23T07:22:53.857197,12965,22.005,77.5,67.312,67.312,0
2026-02-23T07:27:59.939410,12904,21.366,77.375,67.937,67.937,0
2026-02-23T07:33:05.993110,12915,22.005,77.312,68.312,68.312,0
2026-02-23T07:38:12.021242,12948,22.645,77.25,68.687,68.687,0
2026-02-23T07:43:17.283672,12948,21.686,77.125,68.687,68.687,0
2026-02-23T07:48:23.294168,12920,22.005,77.125,68.625,68.625,0
2026-02-23T07:53:29.395458,12976,22.325,77.0,68.312,68.312,0
2026-02-23T07:58:35.535185,12937,22.005,76.937,67.812,67.812,0
2026-02-23T08:03:41.684252,12932,22.325,76.812,68.125,68.125,0
2026-02-23T08:08:47.818163,12909,22.325,76.812,68.75,68.75,0
2026-02-23T08:13:53.948339,12937,22.325,76.687,68.875,68.875,0
2026-02-23T08:19:00.086242,12920,22.965,76.625,68.625,68.625,0
2026-02-23T08:24:06.237531,12932,22.645,76.562,69.125,69.125,0
2026-02-23T08:29:12.441319,13004,23.284,76.5,68.812,68.812,0
2026-02-23T08:34:18.675699,12976,22.965,76.375,68.562,68.562,0
2026-02-23T08:39:24.952591,13048,23.284,76.312,67.812,67.812,0
2026-02-23T08:44:31.254250,13126,23.284,76.187,67.25,67.25,0
2026-02-23T08:49:37.606861,13148,23.284,76.125,67.312,67.312,0
2026-02-23T08:54:44.000293,13220,23.604,76.062,67.75,67.75,0
2026-02-23T08:59:50.436831,13286,24.563,76.0,67.625,67.625,0
2026-02-23T09:04:56.888518,13309,24.563,75.937,67.687,67.687,0
2026-02-23T09:10:03.357900,13309,24.563,75.875,67.937,67.937,0
2026-02-23T09:15:09.855090,13375,23.604,75.75,67.75,67.75,0
2026-02-23T09:20:16.368103,13397,24.883,75.75,68.125,68.125,0
2026-02-23T09:25:22.890783,13542,24.244,75.687,68.062,68.062,0
2026-02-23T09:30:29.436048,13608,24.563,75.562,67.312,67.312,0
2026-02-23T09:35:36.029542,13736,25.523,75.5,67.187,67.187,0
2026-02-23T09:40:42.670869,13819,25.843,75.375,67.0,67.0,0
2026-02-23T09:45:49.365873,13913,25.523,75.312,67.0,67.0,0
2026-02-23T09:50:56.147193,14002,26.482,75.312,67.375,67.375,0
2026-02-23T09:56:03.011025,14285,26.802,75.187,67.875,67.875,0
2026-02-23T10:01:10.005452,13769,27.441,75.125,67.75,67.75,0
2026-02-23T10:06:17.119237,13808,28.72,75.062,67.562,67.562,0
2026-02-23T10:16:31.846377,13774,31.279,74.937,67.812,67.812,0
2026-02-23T10:21:39.456124,13763,32.238,74.937,67.187,67.187,0
2026-02-23T10:26:47.232031,13791,32.877,74.875,67.187,67.187,0
2026-02-23T10:31:55.121356,13763,34.156,74.812,66.937,66.937,0
2026-02-23T10:37:03.101541,13797,35.116,74.75,66.75,66.75,0
2026-02-23T10:59:14.199646,13414,27.122,74.75,65.937,65.937,0
2026-02-23T11:05:58.139012,13741,33.837,74.625,66.0,66.0,0
2026-02-23T11:11:06.193789,13791,36.075,74.562,65.812,65.812,0
2026-02-23T11:16:14.523547,13769,37.994,74.562,65.625,65.625,0
2026-02-23T11:21:22.935150,13797,37.994,74.5,65.187,65.187,0
2026-02-23T11:26:31.332593,13758,37.994,74.437,64.875,64.875,0
2026-02-23T11:31:39.715791,13747,37.674,74.375,64.937,64.937,0
2026-02-23T11:36:48.104524,13813,37.994,74.375,65.125,65.125,0
2026-02-23T11:41:56.519052,13763,37.994,74.312,64.875,64.875,0
2026-02-23T11:47:04.925060,13763,37.994,74.25,65.0,65.0,0
2026-02-23T11:52:13.334440,13747,37.034,74.187,63.875,63.875,0
2026-02-23T11:57:21.739405,13802,37.354,74.125,64.187,64.187,0
2026-02-23T12:02:30.135967,13769,37.354,74.0,64.5,64.5,0
2026-02-23T12:07:38.520400,13786,37.674,74.0,64.625,64.625,0
2026-02-23T12:12:46.879484,13758,36.075,74.0,64.5,64.5,0
2026-02-23T12:17:55.188387,13791,36.715,73.875,64.25,64.25,0
2026-02-23T12:23:03.433914,13791,36.395,73.812,64.375,64.375,0
2026-02-23T12:28:11.666704,13736,36.395,73.75,64.625,64.625,0
2026-02-23T12:33:19.906820,13808,36.395,73.75,64.812,64.812,0
2026-02-23T12:38:28.184055,13786,36.715,73.687,66.062,66.062,0
2026-02-23T12:43:36.532534,13747,27.761,73.625,64.937,64.937,0
2026-02-23T12:48:44.866317,13752,37.354,73.562,65.812,65.812,0
2026-02-23T12:53:53.205620,13763,37.034,73.5,65.75,65.75,0
2026-02-23T12:59:01.533839,13791,37.674,73.562,66.062,66.062,0
2026-02-23T13:04:09.852108,13758,37.034,73.625,65.687,65.687,0
2026-02-23T13:09:18.173483,13774,36.715,73.687,66.25,66.25,0
2026-02-23T13:14:26.482789,13791,37.354,73.75,65.625,65.625,0
2026-02-23T13:19:34.800846,13774,37.354,73.875,66.687,66.687,0
2026-02-23T13:24:43.181591,13747,37.994,74.062,66.437,66.437,0
2026-02-23T13:29:51.658187,13747,37.674,74.312,66.687,66.687,0
2026-02-23T13:35:00.219174,13797,38.953,74.5,66.625,66.625,0
2026-02-23T13:40:08.898097,13741,40.232,74.875,67.312,67.312,0
2026-02-23T13:45:17.770444,13769,40.872,75.187,67.75,67.75,0
2026-02-23T13:50:26.706580,13780,41.511,75.625,68.25,68.25,0
2026-02-23T13:55:35.612111,13808,40.552,76.0,68.187,68.187,0
2026-02-23T14:00:44.466636,13752,40.552,76.312,68.312,68.312,0
2026-02-23T14:05:53.269140,13774,40.232,76.562,68.937,68.937,0
2026-02-23T14:11:02.129852,13741,40.552,77.125,69.187,69.187,0
2026-02-23T14:16:11.074950,13741,41.191,77.562,68.937,68.937,0
2026-02-23T14:22:14.849813,13597,41.191,78.062,70.5,71.312,5
2026-02-23T14:28:18.512110,13475,42.79,78.437,71.562,72.937,5
2026-02-23T14:34:22.457912,13214,44.709,78.937,71.875,74.687,5
2026-02-23T14:40:26.294640,13026,43.75,79.25,72.875,76.312,5
2026-02-23T14:46:30.048791,13375,43.11,79.625,73.875,78.812,5
2026-02-23T14:52:33.928719,13486,44.069,79.937,74.25,79.062,5
2026-02-23T14:58:37.976301,13370,44.709,80.375,74.812,79.5,5
2026-02-23T15:04:42.235937,13431,45.988,80.875,74.437,79.687,5
2026-02-23T15:10:46.587739,13375,46.947,81.312,75.312,80.187,5
2026-02-23T15:16:50.718772,13259,44.709,81.437,75.625,80.25,5
2026-02-23T15:22:54.689015,13309,44.709,81.687,76.562,80.812,5
2026-02-23T15:28:58.944988,13325,46.308,82.187,76.812,81.187,5
2026-02-23T15:35:03.272486,13214,46.947,82.562,77.25,81.687,5
2026-02-23T15:41:07.627990,13242,45.988,82.875,77.187,81.875,5
2026-02-23T15:47:11.958492,13375,46.308,83.25,77.0,82.062,5
2026-02-23T15:53:16.180141,13087,45.029,83.375,78.062,82.437,5
2026-02-23T15:59:20.085674,13375,44.389,83.5,77.875,82.375,5
2026-02-23T16:05:24.199723,13126,45.988,83.687,77.687,82.437,5
