timestamp,battery_mv,die_temp_c,tank_top_c,tank_temp_start_c,tank_temp_bottom_c,tank_temp_end_c
2026-04-21T00:02:49.091145,12493,23.284,17.625,26.812,19.312,26.812
2026-04-21T00:07:55.506940,12516,23.284,17.5,26.812,19.25,26.812
2026-04-21T00:13:01.923307,12482,23.284,17.562,26.75,19.25,26.75
2026-04-21T00:18:08.341732,12466,23.604,17.562,26.812,19.25,26.812
2026-04-21T00:23:14.772651,12466,23.604,17.562,26.812,19.187,26.812
2026-04-21T00:28:21.204643,12455,23.284,17.5,26.812,19.187,26.812
2026-04-21T00:33:27.635440,12466,22.965,17.5,26.812,19.187,26.812
2026-04-21T00:38:34.058103,12505,22.965,17.437,26.812,19.187,26.812
2026-04-21T00:43:40.475819,12493,22.965,17.375,26.75,19.125,26.75
2026-04-21T00:48:46.886073,12516,22.965,17.312,26.687,19.125,26.687
2026-04-21T00:53:53.289578,12432,22.965,17.25,26.687,19.062,26.687
2026-04-21T00:58:59.671222,12510,22.325,17.187,26.625,19.0,26.625
2026-04-21T01:04:06.060059,12482,22.645,17.187,26.687,19.0,26.687
2026-04-21T01:09:12.446168,12505,22.965,17.187,26.687,18.937,26.687
2026-04-21T01:14:18.824372,12482,22.645,17.187,26.562,18.937,26.562
2026-04-21T01:19:25.187026,12477,22.645,17.25,26.562,18.937,26.562
2026-04-21T01:24:31.557652,12477,23.604,17.375,26.562,18.937,26.562
2026-04-21T01:34:44.370459,12432,23.604,17.625,26.687,19.0,26.687
2026-04-21T01:39:50.793015,12510,22.965,17.75,26.687,19.062,26.687
2026-04-21T01:44:57.206214,12455,22.965,17.75,26.625,19.062,26.625
2026-04-21T01:55:10.037321,12493,22.325,17.875,26.625,19.125,8415.233
2026-04-21T02:05:22.868689,12488,23.604,18.062,26.562,19.187,26.562
2026-04-21T02:10:29.320808,12438,23.284,18.062,26.625,19.187,26.625
2026-04-21T02:20:42.215087,12505,22.965,18.062,26.625,19.25,26.625
2026-04-21T02:25:48.672879,12466,24.244,18.062,26.625,19.312,26.625
2026-04-21T02:30:55.064363,12505,22.965,18.062,26.625,19.312,26.625
2026-04-21T02:41:08.001619,12482,23.284,18.25,26.625,19.437,26.625
2026-04-21T02:46:14.489744,12505,23.284,18.125,26.625,19.437,26.625
2026-04-21T02:51:20.966002,12455,23.284,17.937,26.625,19.437,26.625
2026-04-21T03:01:33.912160,12505,22.645,17.875,26.562,19.372,17565.634
2026-04-21T03:06:40.397459,12466,24.244,17.875,26.562,19.375,26.562
2026-04-21T03:16:53.375453,12477,23.284,17.75,26.5,19.312,26.5
2026-04-21T03:21:59.840371,12466,23.284,17.75,26.437,19.312,26.437
2026-04-21T03:32:12.776246,157298899,22.645,17.812,157.511,167791.376,16779.015
2026-04-21T03:42:25.709866,12432,23.284,1342195.092,26.312,19.25,26.312
2026-04-21T03:47:32.167510,12449,22.965,17.875,26.25,19.187,26.25
2026-04-21T03:52:38.622887,12477,22.965,17.875,26.25,19.187,26.25
2026-04-21T03:57:45.096982,12432,23.924,17.875,26.25,19.187,26.25
2026-04-21T04:07:58.004523,12449,23.284,17.687,26.25,19.187,812.682
2026-04-21T04:13:04.448965,12432,23.284,17.625,26.25,19.187,26.25
2026-04-21T04:18:10.864509,12432,22.645,17.437,26.25,19.125,26.25
2026-04-21T04:23:17.288229,12482,22.965,17.25,26.25,19.062,26.25
2026-04-21T04:28:23.707619,12466,22.965,17.062,26.187,18.937,26.187
