timestamp,edb_drain_state,edb_effluent_state,tank_level,flow_rate
2026-03-04T00:00:00.990478,0,0,2,0.0
2026-03-04T00:05:18.272684,0,0,2,142.0
2026-03-04T00:05:19.278292,0,0,2,15.0
2026-03-04T00:05:20.283963,0,0,2,7.0
2026-03-04T00:05:21.291134,0,0,2,10.0
2026-03-04T00:05:22.295417,0,0,2,14.0
2026-03-04T00:05:23.303093,0,0,2,9.0
2026-03-04T00:05:24.308976,0,0,2,0.0
2026-03-04T00:05:25.315974,0,0,2,0.0
2026-03-04T00:05:26.323017,0,0,2,0.0
2026-03-04T00:05:27.327913,0,0,2,0.0
2026-03-04T00:05:28.334873,0,0,2,0.0
2026-03-04T00:05:29.340913,0,0,2,0.0
2026-03-04T00:05:30.347810,0,0,2,0.0
2026-03-04T00:05:31.352715,0,0,2,0.0
2026-03-04T00:05:32.359752,0,0,2,0.0
2026-03-04T00:05:33.366652,0,0,2,0.0
2026-03-04T00:05:34.372682,0,0,2,0.0
2026-03-04T00:05:35.377628,0,0,2,0.0
2026-03-04T00:05:36.384691,0,0,2,0.0
2026-03-04T00:05:38.386436,0,0,2,0.0
2026-03-04T00:05:38.397521,0,0,2,0.0
2026-03-04T00:05:39.404597,0,0,2,0.0
2026-03-04T00:05:41.406368,0,0,2,0.0
2026-03-04T00:05:41.416420,0,0,2,0.0
2026-03-04T00:05:42.423472,0,0,2,0.0
2026-03-04T00:05:43.429427,0,0,2,0.0
2026-03-04T00:05:44.436404,0,0,2,0.0
2026-03-04T00:05:45.441386,0,0,2,0.0
2026-03-04T00:05:46.447275,0,0,2,0.0
2026-03-04T00:05:48.449040,0,0,2,0.0
2026-03-04T00:05:48.461230,0,0,2,0.0
2026-03-04T00:05:49.468252,0,0,2,11.0
2026-03-04T00:05:50.473213,0,0,2,159.0
2026-03-04T00:05:51.480215,0,0,2,123.0
2026-03-04T00:05:52.486182,0,0,2,9.0
2026-03-04T00:05:53.492098,0,0,2,0.0
2026-03-04T00:05:55.493859,0,0,2,0.0
2026-03-04T00:09:20.767578,0,0,2,8776.0
2026-03-04T00:09:21.772695,0,0,2,745.0
2026-03-04T00:09:22.778565,0,0,2,1075.0
2026-03-04T00:09:23.785523,0,0,2,854.0
2026-03-04T00:09:24.790652,0,0,3,770.0
2026-03-04T00:09:25.797455,0,0,2,548.0
2026-03-04T00:09:26.803539,0,0,2,0.0
2026-03-04T00:09:27.810513,0,0,2,0.0
2026-03-04T00:09:28.817504,0,0,2,0.0
2026-03-04T00:09:29.822503,0,0,2,0.0
2026-03-04T00:09:30.827428,0,0,3,0.0
2026-03-04T00:09:31.835393,0,0,3,0.0
2026-03-04T00:09:32.842246,0,0,2,0.0
2026-03-04T00:09:33.847363,0,0,2,0.0
2026-03-04T00:13:21.770331,0,0,2,298.0
2026-03-04T00:13:22.775756,0,0,3,26.0
2026-03-04T00:13:23.781734,0,0,2,36.0
2026-03-04T00:13:24.788729,0,0,2,51.0
2026-03-04T00:13:26.790497,0,0,3,39.0
2026-03-04T00:13:26.800588,0,0,2,37.0
2026-03-04T00:13:27.806665,0,0,2,0.0
2026-03-04T00:13:28.813635,0,0,2,0.0
2026-03-04T00:13:29.820617,0,0,2,0.0
2026-03-04T00:13:30.825596,0,0,2,0.0
2026-03-04T00:13:31.832563,0,0,2,0.0
2026-03-04T00:13:32.838664,0,0,2,0.0
2026-03-04T00:13:34.840522,0,0,2,0.0
2026-03-04T00:13:34.850483,0,0,2,0.0
2026-03-04T00:13:35.857526,0,0,3,0.0
2026-03-04T00:13:36.864505,0,0,2,0.0
2026-03-04T00:13:37.870511,0,0,2,0.0
2026-03-04T00:13:38.877492,0,0,2,0.0
2026-03-04T00:13:39.882423,0,0,2,0.0
2026-03-04T00:13:40.889546,0,0,2,0.0
2026-03-04T00:13:41.895481,0,0,2,0.0
2026-03-04T00:13:42.902486,0,0,2,0.0
2026-03-04T00:13:44.904255,0,0,2,0.0
2026-03-04T00:13:44.914207,0,0,2,0.0
2026-03-04T00:13:45.921340,0,0,2,0.0
2026-03-04T00:13:46.927334,0,0,2,0.0
2026-03-04T00:13:47.934282,0,0,2,0.0
2026-03-04T00:13:48.939288,0,0,2,0.0
2026-03-04T00:13:49.946305,0,0,2,0.0
2026-03-04T00:13:50.952321,0,0,2,0.0
2026-03-04T00:13:51.959313,0,0,2,0.0
2026-03-04T00:13:52.966235,0,0,2,0.0
2026-03-04T00:13:53.971269,0,0,2,0.0
2026-03-04T00:13:54.977171,0,0,2,0.0
2026-03-04T00:13:55.984179,0,0,3,0.0
2026-03-04T00:13:56.991147,0,0,2,0.0
2026-03-04T00:13:57.996249,0,0,2,0.0
2026-03-04T00:13:59.003275,0,0,2,0.0
2026-03-04T00:14:01.005210,0,0,2,0.0
2026-03-04T00:14:01.016199,0,0,2,0.0
2026-03-04T00:14:02.023159,0,0,2,0.0
2026-03-04T00:14:03.028047,0,0,2,0.0
2026-03-04T00:14:04.035137,0,0,2,0.0
2026-03-04T00:14:05.041004,0,0,2,0.0
2026-03-04T00:14:06.047914,0,0,2,0.0
2026-03-04T00:14:07.053075,0,0,2,0.0
2026-03-04T00:14:08.059094,0,0,3,0.0
2026-03-04T00:14:09.067109,0,0,2,0.0
2026-03-04T00:14:10.073029,0,0,2,0.0
2026-03-04T00:14:11.079961,0,0,2,0.0
2026-03-04T00:14:12.084834,0,0,2,0.0
2026-03-04T00:14:13.091818,0,0,3,0.0
