timestamp,battery_mv,die_temp_c,tank_top_c,tank_temp_start_c,tank_temp_bottom_c,tank_temp_end_c
2026-02-26T00:02:06.334062,12976,22.645,71.5,65.812,20.812,65.812
2026-02-26T00:07:12.329916,12926,22.325,71.437,65.75,20.75,65.75
2026-02-26T00:12:18.318971,12965,21.686,71.375,65.687,20.687,65.687
2026-02-26T00:17:24.307886,12920,22.005,71.25,65.625,20.75,65.625
2026-02-26T00:22:30.274357,12920,22.645,71.25,65.75,20.812,65.75
2026-02-26T00:27:36.267756,12937,22.325,71.187,65.562,20.812,65.562
2026-02-26T00:32:42.270749,12932,22.005,71.062,65.5,20.875,65.5
2026-02-26T00:37:48.275344,12976,22.645,71.0,65.5,20.937,65.5
2026-02-26T00:42:54.297814,12920,22.005,70.937,65.5,20.937,65.5
2026-02-26T00:48:00.324828,12943,22.005,70.875,65.187,20.937,65.187
2026-02-26T00:53:06.342951,12943,22.325,70.812,65.125,20.875,65.125
2026-02-26T00:58:12.369808,12909,22.645,70.75,64.875,20.75,64.875
2026-02-26T01:03:18.385679,12932,22.005,70.687,64.75,20.687,64.75
2026-02-26T01:08:24.415361,12915,22.005,70.562,65.0,20.687,65.0
2026-02-26T01:13:30.441051,12937,21.686,70.5,64.875,20.687,64.875
2026-02-26T01:18:36.488771,12965,22.005,70.437,65.0,20.75,65.0
2026-02-26T01:23:42.540504,12937,22.645,70.375,64.937,20.812,64.937
2026-02-26T01:28:48.595466,12915,22.645,70.312,64.875,20.812,64.875
2026-02-26T01:33:54.632689,12909,22.645,70.25,64.75,20.75,64.75
2026-02-26T01:39:00.678914,12898,22.325,70.125,64.875,20.75,64.875
2026-02-26T01:44:06.714323,12959,22.325,70.0,64.75,20.75,64.75
2026-02-26T01:49:12.720365,12893,22.005,69.937,64.562,20.75,64.562
2026-02-26T01:54:18.711438,12954,22.325,69.875,64.625,20.687,64.625
2026-02-26T01:59:24.683961,12898,21.686,69.812,64.625,20.687,64.625
2026-02-26T02:04:30.672698,12898,22.005,69.75,64.562,20.625,64.562
2026-02-26T02:09:36.636525,12948,22.005,69.687,64.437,20.625,64.437
2026-02-26T02:14:42.605829,12948,22.005,69.625,64.5,20.5,64.5
2026-02-26T02:19:48.575966,12943,21.046,69.562,64.437,20.5,64.437
2026-02-26T02:24:54.397440,12893,22.645,69.5,64.187,20.437,64.187
2026-02-26T02:30:00.277971,12893,21.686,69.437,64.125,20.437,64.125
2026-02-26T02:35:06.157327,12948,22.005,69.312,64.187,20.375,64.187
2026-02-26T02:40:12.054479,12893,22.005,69.25,63.875,20.312,63.875
2026-02-26T02:45:17.940018,12943,21.686,69.187,63.562,20.187,63.562
2026-02-26T02:50:23.809003,12887,22.005,69.125,63.687,20.062,63.687
2026-02-26T02:55:29.739872,12920,21.366,69.062,63.625,19.937,63.625
2026-02-26T03:00:35.653649,12898,21.046,69.0,63.687,19.937,63.687
2026-02-26T03:05:41.522374,12904,21.366,68.937,63.687,19.875,63.687
2026-02-26T03:10:47.390580,12920,21.046,68.812,63.75,19.875,63.75
2026-02-26T03:15:53.244808,12887,21.366,68.75,63.562,19.812,63.562
2026-02-26T03:20:59.099189,12932,21.046,68.75,63.312,19.75,63.312
2026-02-26T03:26:04.929147,12887,21.366,68.687,63.062,19.687,63.062
2026-02-26T03:31:10.758216,12920,21.046,68.562,63.062,19.562,63.062
2026-02-26T03:36:16.555344,12932,21.366,68.5,63.062,19.5,63.062
2026-02-26T03:41:22.337114,12882,21.046,68.437,63.062,19.5,63.062
2026-02-26T03:46:28.116018,12887,20.087,68.375,63.125,19.5,63.125
2026-02-26T03:51:33.883761,12932,20.726,68.312,63.062,19.437,63.062
2026-02-26T03:56:39.669088,12898,20.726,68.25,63.25,19.437,63.25
2026-02-26T04:01:45.419479,12882,21.046,68.187,63.062,19.437,63.062
2026-02-26T04:06:51.185043,12904,21.046,68.125,62.937,19.437,62.937
2026-02-26T04:11:56.948998,12926,20.726,68.062,62.937,19.5,62.937
2026-02-26T04:17:02.728355,12871,20.087,68.0,62.75,19.5,62.75
2026-02-26T04:22:08.494453,12871,21.366,67.937,62.875,19.562,62.875
2026-02-26T04:27:14.252781,12871,21.686,67.812,62.812,19.562,62.812
2026-02-26T04:32:19.979259,12871,21.366,67.75,62.875,19.437,62.875
2026-02-26T04:37:25.686807,12871,21.046,67.687,62.875,19.5,62.875
2026-02-26T04:42:31.389587,12926,20.406,67.687,62.75,19.312,62.75
2026-02-26T04:47:37.084360,12920,20.726,67.562,62.687,19.312,62.687
2026-02-26T04:52:42.777487,12865,20.406,67.5,62.562,19.25,62.562
2026-02-26T04:57:48.480680,12920,20.726,67.437,62.312,19.125,62.312
2026-02-26T05:02:54.194454,12871,20.087,67.312,62.0,18.937,62.0
2026-02-26T05:07:59.927719,12871,21.366,67.312,62.375,18.937,62.375
2026-02-26T05:13:05.665506,12887,21.046,67.25,62.312,19.0,62.312
2026-02-26T05:18:11.415271,12920,21.366,67.187,62.312,19.125,62.312
2026-02-26T05:23:17.166531,12865,21.366,67.125,62.312,19.125,62.312
2026-02-26T05:28:22.898146,12898,20.726,67.062,62.375,19.125,62.375
2026-02-26T05:33:28.629708,12920,20.726,67.0,62.187,19.125,62.187
2026-02-26T05:38:34.356476,12909,20.406,66.937,61.937,19.0,61.937
2026-02-26T05:43:40.082223,12865,21.046,66.875,62.062,19.062,62.062
2026-02-26T05:48:45.810586,12871,21.046,66.875,62.062,19.187,62.062
2026-02-26T05:53:51.557132,12915,21.046,66.812,62.062,19.187,62.062
2026-02-26T05:58:57.315794,12871,22.005,66.75,61.875,19.25,61.875
2026-02-26T06:04:03.223756,12898,23.604,66.687,61.625,19.5,61.625
2026-02-26T06:09:09.474786,12987,24.244,66.625,61.812,20.125,61.812
2026-02-26T06:14:15.968905,12976,25.203,66.625,61.562,20.687,61.562
2026-02-26T06:19:22.714260,13109,27.441,66.562,61.562,21.125,61.562
2026-02-26T06:24:29.710154,13203,28.401,66.5,61.437,21.812,61.437
2026-02-26T06:29:36.920346,13342,30.639,66.5,61.375,22.437,61.375
2026-02-26T06:34:44.353655,13486,31.598,66.5,61.5,23.312,61.5
2026-02-26T06:39:52.032593,13508,33.517,66.5,61.625,24.25,61.625
2026-02-26T06:44:59.898288,13586,35.116,66.562,61.75,25.25,61.75
2026-02-26T06:50:07.905310,13586,35.436,66.625,61.687,26.125,61.687
2026-02-26T06:55:16.102906,13525,36.395,66.687,61.562,27.25,61.562
2026-02-26T07:00:24.393158,13558,37.354,66.75,61.687,28.187,61.687
2026-02-26T07:05:32.679219,13486,36.715,66.75,61.625,28.625,61.625
2026-02-26T07:10:40.850116,13486,35.436,66.75,61.625,29.062,61.625
2026-02-26T07:15:48.963038,13464,35.755,66.75,61.625,29.5,61.625
2026-02-26T07:20:57.001889,13447,35.436,66.687,61.562,29.75,61.562
2026-02-26T07:26:04.977130,13436,34.796,66.687,61.437,29.937,61.437
2026-02-26T07:31:12.952492,13447,35.116,66.687,61.375,30.0,61.375
2026-02-26T07:36:21.019203,13464,35.436,66.562,61.125,29.875,61.125
2026-02-26T07:41:29.192640,13469,36.395,66.562,61.312,30.187,61.312
2026-02-26T07:46:37.487676,13442,37.354,66.562,61.0,30.125,61.0
2026-02-26T07:51:45.887563,13486,37.994,66.5,60.812,29.875,60.812
2026-02-26T07:56:54.417046,13503,38.953,66.437,60.75,29.625,60.75
2026-02-26T08:02:03.046228,13475,39.593,66.375,60.562,29.125,60.562
2026-02-26T08:07:11.807469,13530,39.912,66.312,60.562,28.625,60.562
2026-02-26T08:12:20.647052,13508,40.872,66.25,60.5,28.125,60.5
2026-02-26T08:17:29.431516,13503,39.593,66.187,60.437,27.5,60.437
2026-02-26T08:22:37.980872,13619,37.354,66.062,60.125,26.812,60.125
2026-02-26T08:27:46.538275,13780,39.273,66.0,60.437,26.5,60.437
2026-02-26T08:32:55.306842,13647,39.912,66.0,60.187,26.437,60.187
2026-02-26T08:38:03.963442,13791,40.872,65.937,60.312,26.125,60.312
2026-02-26T08:43:12.770096,13780,41.191,65.875,60.062,26.0,60.062
2026-02-26T08:48:21.554559,13641,39.273,65.875,60.312,25.937,60.312
2026-02-26T08:53:30.043980,13619,36.395,65.75,59.75,25.562,59.75
2026-02-26T08:58:38.212530,13691,34.796,65.625,60.062,25.062,60.062
2026-02-26T09:03:46.221813,13719,34.476,65.5,60.0,24.75,60.0
2026-02-26T09:08:54.203022,13835,34.796,65.437,60.312,24.687,60.312
2026-02-26T09:14:02.225541,13930,35.436,65.375,60.0,24.625,60.0
2026-02-26T09:19:10.321860,14024,35.436,65.312,60.125,24.562,60.125
2026-02-26T09:24:18.489548,14357,35.755,65.312,60.187,24.562,60.187
2026-02-26T09:29:26.739904,13736,37.354,65.312,60.062,24.687,60.062
2026-02-26T09:34:35.092554,13763,37.994,65.312,60.125,24.75,60.125
2026-02-26T09:39:43.547924,13763,37.674,65.25,60.062,24.937,60.062
2026-02-26T09:44:52.031166,13758,37.674,65.25,59.875,25.0,59.875
2026-02-26T09:50:00.541843,13791,38.633,65.25,60.062,25.062,60.062
2026-02-26T09:55:09.042974,13791,38.313,65.187,60.125,25.25,60.125
2026-02-26T10:00:17.510412,13763,37.994,65.125,60.5,25.312,60.5
2026-02-26T10:05:25.992305,13769,38.313,65.125,60.375,25.437,60.375
2026-02-26T10:15:43.528543,13791,38.313,65.187,60.625,25.437,60.625
2026-02-26T10:20:52.092704,13752,38.953,65.437,61.0,25.5,61.0
2026-02-26T10:26:00.743543,13791,38.633,65.562,60.937,25.625,60.937
2026-02-26T10:31:09.309815,13752,39.273,65.687,61.125,25.687,61.125
2026-02-26T10:36:17.913560,13791,38.633,65.875,61.5,25.875,61.5
2026-02-26T10:41:26.575427,13741,39.912,66.062,61.812,26.187,61.812
2026-02-26T10:46:35.269393,13758,39.912,66.312,61.812,26.437,61.812
2026-02-26T10:51:44.014358,13747,39.912,66.5,62.187,26.5,62.187
2026-02-26T10:56:52.769985,13808,40.552,66.687,62.312,26.75,62.312
